ec	rxn
1.14.13.181	R06690
1.14.13.181	R06691
1.14.13.181	R06692
2.1.1.292	R06693
4.2.1.154	R06699
1.13.12.21	R06700
2.3.1.235	R06701
1.14.13.200	R06704
3.2.1.113	R06722
3.1.1.1	R06728
3.1.1.84	R06728
1.1.1.236	R06734
2.3.1.185	R06735
2.3.1.186	R06736
1.4.3.21	R06740
2.5.1.111	R06757
2.1.1.285	R06767
2.4.1.302	R06767
2.4.1.302	R06770
2.1.1.285	R06771
2.1.3.12	R06772
2.4.1.302	R06773
2.1.1.285	R06774
6.3.1.15	R06776
6.3.1.15	R06777
2.1.1.284	R06778
6.3.1.15	R06778
1.14.12.19	R06782
1.18.1.3	R06782
1.14.12.19	R06783
1.18.1.3	R06783
1.3.1.87	R06784
1.3.1.87	R06785
1.14.13.127	R06786
1.14.13.127	R06787
1.13.11.16	R06788
3.7.1.14	R06789
4.2.1.105	R06793
2.1.1.150	R06794
2.4.1.170	R06795
2.3.1.115	R06796
2.3.1.116	R06797
2.3.1.172	R06799
2.3.1.214	R06800
2.3.1.171	R06801
2.4.1.116	R06803
2.4.1.239	R06804
2.4.1.240	R06805
2.3.1.173	R06806
2.1.1.155	R06807
2.4.1.234	R06808
2.8.2.28	R06809
2.4.1.237	R06810
2.4.2.35	R06811
2.4.1.239	R06812
2.4.1.240	R06813
2.4.2.35	R06814
2.1.1.267	R06815
2.1.1.267	R06816
2.3.1.171	R06817
2.4.1.116	R06819
2.4.1.236	R06820
2.3.1.115	R06821
2.1.1.153	R06824
2.4.1.236	R06826
2.4.1.190	R06827
2.4.1.191	R06828
2.4.1.236	R06829
1.3.1.19	R06832
1.13.11.1	R06833
5.5.1.7	R06834
3.1.1.45	R06835
2.7.4.23	R06836
3.1.1.45	R06838
1.13.11.1	R06839
5.5.1.7	R06840
1.1.1.282	R06846
1.1.1.282	R06847
1.3.1.32	R06848
1.3.1.19	R06857
2.5.1.74	R06858
2.1.1.163	R06859
2.1.1.201	R06859
2.2.1.1	R06861
2.2.1.3	R06861
2.2.1.3	R06862
2.2.1.1	R06863
2.1.1.103	R06868
2.1.1.103	R06869
3.1.3.75	R06870
3.1.3.75	R06871
2.3.1.198	R06872
3.1.3.64	R06875
3.1.3.95	R06875
1.14.13.84	R06892
3.1.1.2	R06893
3.1.8.1	R06893
1.3.99.22	R06895
1.3.1.75	R06896
1.14.12.12	R06909
1.18.1.7	R06909
1.3.1.29	R06910
1.3.1.60	R06910
1.14.13.1	R06915
1.1.1.1	R06917
1.1.1.284	R06917
1.2.1.10	R06917
1.1.1.1	R06927
1.1.1.284	R06927
1.2.1.10	R06927
1.14.12.12	R06930
1.18.1.7	R06930
1.3.1.29	R06931
1.3.1.60	R06931
1.14.13.1	R06936
1.14.12.12	R06937
1.18.1.7	R06937
1.14.13.1	R06939
1.1.1.35	R06941
1.1.1.157	R06941
4.2.1.17	R06941
5.1.2.3	R06941
5.3.3.8	R06941
1.1.1.35	R06942
1.1.1.211	R06942
4.2.1.17	R06942
5.1.2.3	R06942
5.3.3.8	R06942
1.14.13.90	R06946
1.14.13.90	R06947
5.3.99.9	R06948
5.3.99.9	R06951
1.13.11.51	R06952
1.13.11.51	R06953
1.1.1.288	R06954
1.2.3.14	R06957
5.5.1.18	R06960
5.5.1.19	R06962
5.5.1.18	R06963
3.5.99.3	R06966
3.5.99.4	R06967
4.2.1.155	R06973
6.3.4.23	R06975
2.7.3.5	R06976
2.6.1.76	R06977
2.3.1.178	R06978
4.2.1.108	R06979
1.2.1.73	R06980
4.4.1.22	R06982
1.1.1.1	R06983
1.1.1.284	R06983
1.3.1.8	R06985
1.3.1.38	R06985
2.4.1.232	R06986
2.3.1.54	R06987
5.4.4.3	R06988
5.5.1.1	R06989
5.3.3.4	R06990
1.14.13.32	R07000
1.14.13.67	R07000
1.14.13.97	R07000
1.14.13.157	R07000
1.14.14.1	R07000
1.14.13.32	R07001
1.14.13.67	R07001
1.14.13.97	R07001
1.14.13.157	R07001
1.14.14.1	R07001
2.5.1.18	R07002
2.5.1.18	R07003
2.5.1.18	R07004
3.3.2.9	R07013
3.3.2.9	R07014
1.1.1.179	R07015
1.3.1.20	R07015
1.14.14.1	R07021
1.14.14.1	R07022
2.5.1.18	R07023
2.5.1.18	R07024
2.5.1.18	R07025
2.5.1.18	R07026
3.3.2.9	R07027
1.11.1.9	R07034
1.11.1.9	R07035
3.3.2.7	R07036
1.14.13.30	R07041
1.14.13.194	R07041
1.14.15.3	R07041
1.14.14.1	R07042
1.14.14.1	R07043
1.14.14.1	R07044
1.14.14.1	R07045
1.14.13.48	R07046
1.14.13.49	R07046
1.14.13.80	R07046
1.14.14.1	R07046
1.14.15.3	R07046
1.14.13.48	R07048
1.14.13.49	R07048
1.14.13.80	R07048
1.14.14.1	R07048
1.14.13.48	R07050
1.14.13.49	R07050
1.14.13.80	R07050
1.14.14.1	R07050
1.14.15.3	R07050
1.14.13.48	R07051
1.14.13.49	R07051
1.14.13.80	R07051
1.14.14.1	R07051
1.14.14.1	R07052
1.13.11.33	R07053
1.14.14.1	R07054
1.14.13.32	R07055
1.14.13.48	R07055
1.14.13.49	R07055
1.14.13.67	R07055
1.14.13.80	R07055
1.14.13.97	R07055
1.14.13.157	R07055
1.14.14.1	R07055
1.14.13.32	R07056
1.14.13.48	R07056
1.14.13.49	R07056
1.14.13.67	R07056
1.14.13.80	R07056
1.14.13.97	R07056
1.14.13.157	R07056
1.14.14.1	R07056
1.13.11.58	R07057
1.1.1.271	R07059
1.1.1.271	R07060
1.13.11.60	R07061
5.4.4.5	R07061
5.4.4.6	R07061
1.13.11.60	R07062
5.4.4.6	R07062
1.14.19.3	R07063
2.3.1.51	R07064
3.1.1.3	R07064
3.1.1.4	R07064
3.1.1.5	R07064
3.1.1.13	R07064
3.1.1.32	R07064
2.5.1.18	R07069
2.5.1.18	R07070
3.3.2.9	R07071
3.3.2.9	R07072
1.14.13.32	R07079
1.14.13.48	R07079
1.14.13.49	R07079
1.14.13.67	R07079
1.14.13.80	R07079
1.14.13.97	R07079
1.14.13.157	R07079
1.14.14.1	R07079
1.14.13.32	R07080
1.14.13.48	R07080
1.14.13.49	R07080
1.14.13.67	R07080
1.14.13.80	R07080
1.14.13.97	R07080
1.14.13.157	R07080
1.14.14.1	R07080
1.14.13.32	R07081
1.14.13.48	R07081
1.14.13.49	R07081
1.14.13.67	R07081
1.14.13.80	R07081
1.14.13.97	R07081
1.14.13.157	R07081
1.14.14.1	R07081
3.3.2.9	R07082
2.5.1.18	R07083
2.5.1.18	R07084
1.14.13.32	R07085
1.14.13.48	R07085
1.14.13.49	R07085
1.14.13.67	R07085
1.14.13.80	R07085
1.14.13.97	R07085
1.14.13.157	R07085
1.14.14.1	R07085
1.14.13.32	R07087
1.14.13.48	R07087
1.14.13.49	R07087
1.14.13.67	R07087
1.14.13.80	R07087
1.14.13.97	R07087
1.14.13.157	R07087
1.14.14.1	R07087
2.5.1.18	R07091
2.5.1.18	R07092
2.5.1.18	R07093
2.5.1.18	R07094
1.14.13.25	R07098
1.14.14.1	R07098
1.14.14.1	R07099
2.5.1.18	R07100
1.2.1.5	R07104
1.1.1.1	R07105
1.1.1.284	R07105
2.4.1.17	R07106
3.1.3.76	R07108
3.3.2.10	R07108
3.1.3.76	R07109
3.3.2.10	R07109
3.1.3.76	R07110
3.3.2.10	R07110
3.1.3.76	R07111
3.3.2.10	R07111
2.5.1.18	R07113
2.5.1.18	R07116
4.1.1.85	R07125
2.7.1.53	R07127
1.13.12.13	R07128
1.1.1.140	R07133
1.1.1.250	R07134
1.1.1.255	R07135
1.1.1.37	R07136
1.1.1.337	R07136
1.1.1.338	R07137
1.1.1.278	R07138
1.1.1.284	R07140
1.1.1.285	R07141
1.1.1.285	R07142
1.1.1.287	R07143
1.1.1.287	R07144
1.1.1.14	R07145
1.1.1.119	R07147
1.1.1.359	R07147
1.1.1.360	R07147
1.1.1.122	R07148
1.1.1.170	R07149
1.1.1.186	R07150
1.1.3.27	R07151
1.1.3.41	R07152
1.1.99.4	R07153
1.1.99.9	R07154
1.1.99.30	R07155
1.2.1.69	R07156
1.2.7.4	R07157
1.2.99.2	R07157
1.2.7.5	R07158
1.2.7.6	R07159
1.2.7.7	R07160
1.2.7.8	R07161
1.3.1.38	R07162
1.3.99.23	R07163
1.4.1.21	R07164
1.4.1.21	R07165
1.4.99.1	R07166
1.4.99.2	R07167
1.5.1.20	R07168
1.5.1.31	R07169
1.5.3.6	R07170
1.6.3.1	R07171
1.6.3.3	R07171
1.6.3.1	R07172
1.7.99.8	R07174
1.8.1.14	R07175
1.8.4.10	R07176
1.8.5.2	R07177
1.23.5.1	R07178
1.23.5.1	R07179
1.11.1.15	R07180
1.12.1.3	R07181
1.12.1.5	R07181
1.12.99.6	R07182
1.13.11.50	R07183
1.14.11.12	R07184
1.14.11.24	R07185
1.14.11.25	R07186
1.14.11.25	R07187
1.14.12.10	R07188
1.14.13.41	R07190
1.14.13.50	R07191
1.14.13.54	R07192
1.14.13.54	R07193
1.14.13.69	R07194
1.14.13.85	R07195
1.14.13.85	R07196
1.14.13.85	R07197
1.14.13.87	R07198
1.14.13.90	R07199
1.14.13.90	R07200
1.14.13.92	R07201
1.14.13.93	R07202
1.14.13.94	R07203
1.14.13.96	R07204
1.14.13.97	R07205
1.14.13.97	R07206
1.14.13.98	R07207
1.14.13.99	R07208
1.14.13.100	R07209
1.5.1.38	R07210
1.14.14.5	R07210
1.14.16.1	R07211
1.14.16.2	R07212
1.14.16.4	R07213
1.14.17.4	R07214
1.14.21.6	R07215
1.14.99.31	R07216
1.14.99.32	R07217
1.14.99.38	R07218
1.17.1.2	R07219
1.17.98.1	R07220
1.17.3.3	R07221
1.17.5.1	R07222
3.1.2.25	R07222
1.17.99.1	R07223
1.21.3.6	R07224
1.21.3.6	R07225
1.21.4.2	R07226
1.21.4.3	R07227
1.21.4.4	R07228
1.97.1.9	R07229
1.97.1.11	R07230
2.1.1.181	R07232
2.1.1.187	R07233
2.1.1.188	R07233
2.1.1.171	R07234
2.1.1.172	R07234
2.1.1.173	R07234
2.1.1.174	R07234
2.1.1.264	R07234
2.1.1.64	R07235
2.1.1.114	R07235
2.1.1.95	R07236
2.1.1.107	R07237
2.1.1.107	R07238
2.1.1.124	R07239
2.1.1.146	R07240
2.1.1.279	R07240
2.1.1.147	R07241
2.1.1.154	R07242
2.1.1.156	R07243
2.1.1.157	R07243
2.1.1.162	R07243
2.1.1.157	R07244
2.1.1.161	R07244
2.1.1.162	R07244
2.1.3.9	R07245
2.2.1.8	R07247
2.3.1.122	R07248
2.3.1.136	R07249
2.3.1.159	R07250
2.3.1.161	R07251
2.3.1.163	R07252
2.3.1.165	R07253
2.3.1.171	R07255
2.4.1.13	R07256
2.4.1.54	R07257
2.4.1.143	R07258
2.4.1.144	R07259
2.4.1.215	R07260
2.4.1.242	R07261
3.1.2.28	R07262
4.1.3.36	R07263
2.4.1.230	R07264
2.4.1.231	R07265
2.4.1.238	R07266
2.5.1.84	R07267
2.5.1.85	R07267
2.5.1.17	R07268
2.5.1.32	R07270
2.5.1.99	R07270
5.5.1.19	R07270
2.5.1.36	R07271
2.5.1.36	R07272
2.5.1.39	R07273
2.5.1.47	R07274
2.5.1.65	R07274
4.2.1.22	R07274
2.6.1.29	R07275
2.6.1.1	R07276
2.6.1.78	R07276
2.6.1.79	R07276
2.6.1.80	R07277
2.6.99.1	R07278
2.7.1.64	R07279
3.5.4.25	R07281
4.1.99.12	R07281
2.7.7.8	R07282
2.7.7.56	R07285
2.8.2.14	R07287
2.8.2.17	R07288
2.8.2.34	R07289
2.8.3.16	R07290
3.1.1.5	R07291
3.1.1.73	R07292
3.1.1.79	R07293
1.17.5.1	R07294
3.1.2.25	R07294
3.1.2.26	R07295
3.1.2.27	R07296
3.1.3.5	R07297
3.1.3.31	R07297
3.1.3.21	R07298
3.1.3.66	R07299
3.5.1.48	R07300
3.5.1.85	R07301
6.3.1.10	R07302
3.5.1.91	R07303
3.5.2.15	R07305
3.5.4.29	R07306
3.5.4.30	R07307
3.8.1.9	R07308
3.8.1.10	R07308
3.8.1.11	R07309
3.8.1.11	R07310
3.13.1.3	R07311
4.1.1.83	R07312
4.1.1.84	R07313
4.2.1.17	R07314
3.5.1.110	R07316
4.2.1.104	R07316
4.2.1.105	R07317
4.2.1.106	R07318
5.1.3.21	R07319
5.3.99.8	R07320
5.3.99.8	R07321
4.2.1.129	R07322
5.4.99.17	R07322
4.2.1.129	R07323
5.4.99.17	R07323
5.5.1.4	R07324
1.1.1.71	R07326
1.1.1.2	R07328
1.1.1.71	R07328
1.14.11.9	R07329
2.1.1.6	R07330
2.4.1.170	R07332
2.4.1.185	R07333
2.4.1.224	R07334
2.4.1.225	R07335
2.4.1.175	R07336
2.4.1.226	R07336
2.4.1.236	R07337
2.4.1.237	R07338
2.4.1.239	R07339
2.4.1.240	R07340
2.7.1.77	R07341
3.1.1.2	R07342
3.1.3.25	R07343
5.5.1.6	R07344
1.1.1.199	R07345
1.1.1.289	R07346
1.1.99.29	R07347
1.1.99.29	R07348
1.3.1.74	R07349
1.3.1.74	R07350
1.3.1.102	R07350
1.3.1.77	R07351
1.3.1.77	R07352
1.3.3.11	R07353
1.5.1.34	R07354
1.5.1.34	R07355
1.14.13.85	R07356
1.14.13.85	R07357
1.6.5.2	R07358
1.6.5.2	R07359
1.6.5.10	R07359
1.8.3.5	R07360
1.10.5.1	R07361
1.13.11.52	R07362
1.13.11.53	R07363
1.13.11.54	R07363
1.13.11.53	R07364
1.13.11.54	R07364
1.13.11.55	R07365
1.14.11.19	R07366
1.14.11.22	R07367
1.14.11.23	R07368
1.14.13.88	R07369
1.14.13.88	R07370
1.14.13.89	R07371
1.14.13.17	R07372
1.14.13.100	R07372
1.14.13.101	R07373
1.17.99.3	R07374
2.1.1.150	R07375
2.7.8.29	R07376
2.3.1.51	R07379
3.1.1.3	R07379
3.1.1.4	R07379
3.1.1.5	R07379
3.1.1.13	R07379
3.1.1.32	R07379
3.1.4.3	R07381
2.7.8.1	R07384
2.7.8.2	R07384
3.1.4.4	R07385
2.3.1.51	R07387
3.1.1.3	R07387
3.1.1.4	R07387
3.1.1.5	R07387
3.1.1.13	R07387
3.1.1.32	R07387
3.1.4.39	R07388
2.7.8.1	R07389
2.7.8.2	R07389
3.1.3.77	R07392
4.2.1.109	R07392
3.1.3.77	R07393
5.3.2.5	R07393
3.1.3.77	R07394
3.1.3.87	R07394
3.1.3.77	R07395
4.2.1.109	R07395
2.6.1.5	R07396
2.6.1.57	R07396
2.4.1.223	R07397
3.1.4.50	R07398
2.3.1.182	R07399
1.4.3.3	R07400
3.5.1.93	R07402
1.14.13.137	R07403
6.3.4.18	R07404
5.4.99.18	R07405
1.1.1.262	R07406
1.4.1.21	R07407
2.6.1.82	R07408
1.14.15.7	R07409
1.4.1.21	R07410
3.2.1.67	R07413
6.3.1.11	R07414
6.2.1.32	R07416
3.5.1.94	R07419
1.14.13.138	R07421
1.14.13.139	R07422
1.14.13.140	R07423
2.4.1.202	R07426
1.3.1.22	R07429
1.14.13.112	R07431
2.3.1.133	R07432
2.3.1.133	R07433
1.1.1.195	R07437
1.2.1.68	R07441
1.2.1.68	R07442
1.11.1.7	R07443
1.11.1.15	R07443
1.11.1.21	R07443
1.3.1.22	R07447
1.14.13.112	R07448
1.6.2.4	R07450
1.6.2.4	R07451
1.6.2.4	R07455
4.3.3.6	R07456
1.6.2.4	R07457
1.6.2.4	R07458
2.7.7.73	R07459
2.8.1.7	R07460
1.4.3.19	R07463
2.5.1.81	R07475
4.4.1.19	R07476
2.5.1.46	R07477
2.5.1.46	R07478
2.5.1.46	R07479
2.5.1.46	R07480
2.1.1.41	R07481
1.14.13.72	R07482
1.3.1.70	R07483
5.3.3.5	R07484
1.14.13.72	R07485
1.14.21.6	R07486
1.3.1.21	R07487
1.3.1.72	R07488
1.14.13.72	R07490
1.14.21.6	R07491
1.3.1.21	R07492
1.3.1.72	R07493
1.1.1.170	R07494
1.1.1.62	R07495
1.1.1.270	R07495
1.3.1.72	R07498
1.3.1.72	R07499
2.5.1.115	R07500
2.5.1.116	R07500
2.1.1.295	R07501
5.5.1.24	R07502
5.5.1.24	R07503
2.1.1.95	R07504
1.14.21.6	R07505
1.3.1.72	R07507
1.14.13.72	R07509
1.3.5.5	R07510
1.3.5.6	R07511
5.2.1.13	R07512
3.1.1.80	R07513
1.5.99.14	R07514
3.7.1.19	R07515
4.2.1.131	R07516
1.3.99.27	R07517
1.3.99.30	R07518
4.2.1.131	R07519
1.3.99.27	R07520
2.1.1.210	R07521
4.2.1.131	R07522
1.3.99.27	R07523
2.1.1.210	R07524
1.14.15.9	R07525
1.14.15.9	R07526
2.1.1.210	R07527
4.2.1.131	R07528
2.1.1.210	R07529
1.14.13.129	R07530
1.14.99.45	R07531
4.2.1.131	R07532
2.1.1.210	R07533
1.3.99.27	R07534
2.1.1.210	R07535
4.2.1.131	R07536
1.14.15.9	R07537
1.14.15.9	R07538
4.2.1.131	R07539
4.2.1.131	R07543
1.14.13.129	R07558
1.14.13.129	R07559
1.14.13.129	R07561
1.14.13.129	R07562
1.14.13.129	R07568
1.14.13.129	R07569
1.14.13.129	R07570
1.14.13.129	R07572
2.4.1.276	R07574
2.4.1.263	R07575
3.1.3.76	R07582
3.1.3.62	R07583
3.1.3.72	R07583
3.1.3.62	R07584
3.3.2.11	R07597
1.4.3.20	R07598
1.2.4.4	R07599
1.2.4.4	R07600
1.2.4.4	R07601
1.2.4.4	R07602
1.2.4.4	R07603
1.2.4.4	R07604
1.7.1.13	R07605
1.8.4.11	R07606
1.8.4.13	R07606
1.8.4.12	R07607
1.8.4.14	R07608
2.4.1.244	R07610
2.4.1.244	R07611
1.11.1.16	R07612
2.6.1.83	R07613
2.4.1.22	R07617
2.4.1.38	R07617
2.4.1.90	R07617
2.4.1.275	R07617
1.8.1.4	R07618
2.4.1.109	R07620
2.4.1.155	R07622
3.2.2.19	R07626
3.3.2.9	R07627
3.5.1.95	R07629
4.2.3.24	R07630
4.2.3.25	R07631
4.2.3.26	R07632
4.4.1.24	R07633
4.4.1.25	R07634
4.6.1.14	R07635
4.6.1.15	R07636
4.99.1.7	R07638
4.2.1.59	R07639
5.3.3.14	R07639
6.5.1.3	R07640
6.3.5.5	R07641
6.3.2.28	R07642
6.3.2.18	R07643
6.3.2.14	R07644
4.1.99.16	R07647
4.2.3.22	R07647
4.2.3.75	R07647
4.1.99.16	R07648
4.2.3.22	R07648
4.2.3.75	R07648
4.2.3.23	R07649
4.1.1.86	R07650
3.4.13.22	R07651
2.5.1.96	R07652
1.3.8.2	R07653
1.14.99.44	R07654
1.13.11.38	R07657
1.1.1.305	R07658
2.1.2.13	R07658
2.6.1.87	R07659
1.1.1.305	R07660
2.1.2.13	R07660
2.4.2.53	R07661
1.1.99.31	R07664
1.2.1.7	R07666
1.2.1.28	R07667
1.2.1.64	R07667
3.8.1.5	R07669
3.8.1.5	R07670
2.7.1.69	R07671
5.1.3.18	R07672
5.1.3.18	R07673
3.1.3.15	R07674
3.1.3.25	R07674
3.1.3.93	R07674
1.1.1.122	R07675
1.1.1.316	R07675
1.1.1.365	R07676
2.7.7.69	R07678
1.3.2.3	R07679
1.3.1.19	R07703
1.14.12.12	R07704
1.18.1.7	R07704
1.3.1.29	R07705
1.3.1.60	R07705
1.14.13.172	R07709
1.18.1.7	R07709
1.14.13.172	R07710
1.18.1.7	R07710
4.1.2.34	R07713
1.14.13.136	R07715
2.4.1.170	R07718
2.3.1.115	R07719
2.4.1.170	R07720
2.3.1.115	R07721
2.1.1.46	R07722
2.1.1.212	R07722
4.2.1.105	R07723
2.1.1.150	R07724
2.4.1.170	R07729
2.3.1.115	R07731
1.1.1.348	R07737
4.2.1.139	R07738
2.4.1.170	R07740
2.3.1.115	R07741
1.14.21.8	R07745
1.14.13.89	R07746
1.3.1.45	R07747
2.1.1.270	R07750
1.3.1.45	R07751
2.4.1.170	R07753
2.3.1.115	R07754
2.3.1.115	R07757
2.3.1.199	R07758
1.1.1.62	R07759
1.1.1.100	R07759
1.1.1.330	R07759
4.2.1.134	R07760
1.3.1.38	R07761
1.3.1.93	R07761
2.3.1.41	R07762
2.3.1.179	R07762
2.3.1.199	R07762
1.1.1.100	R07763
4.2.1.59	R07764
1.3.1.9	R07765
1.3.1.10	R07765
2.3.1.181	R07766
2.8.1.8	R07767
2.8.1.8	R07768
2.3.1.181	R07769
2.7.7.63	R07770
2.7.7.63	R07771
2.1.1.131	R07772
3.7.1.12	R07772
2.1.1.195	R07773
2.1.1.196	R07774
2.1.1.289	R07775
1.14.13.52	R07776
1.14.13.136	R07777
1.14.13.136	R07778
1.14.13.50	R07779
4.2.1.84	R07780
1.3.1.32	R07781
1.14.13.112	R07786
1.14.13.112	R07787
1.14.13.112	R07791
1.14.13.112	R07792
1.13.11.2	R07795
2.8.3.17	R07796
2.8.2.31	R07797
2.8.2.32	R07798
3.2.1.103	R07805
3.1.6.4	R07806
3.2.1.23	R07807
3.1.6.14	R07808
3.2.1.52	R07809
3.2.1.52	R07810
3.2.1.166	R07811
3.1.6.13	R07812
3.2.1.76	R07813
3.10.1.1	R07814
2.3.1.78	R07815
3.2.1.50	R07816
3.1.6.18	R07817
3.2.1.31	R07818
3.1.6.14	R07819
3.1.6.13	R07821
3.2.1.76	R07822
3.1.6.12	R07823
3.2.1.35	R07824
3.2.1.35	R07825
1.13.11.39	R07827
4.2.3.37	R07830
2.8.3.8	R07832
2.8.3.9	R07832
5.3.2.8	R07839
5.5.1.18	R07840
1.14.99.45	R07850
1.14.13.129	R07851
4.2.1.84	R07854
3.5.5.1	R07855
5.5.1.19	R07856
2.3.1.51	R07859
3.1.1.3	R07859
3.1.1.4	R07859
3.1.1.5	R07859
3.1.1.13	R07859
3.1.1.32	R07859
3.1.1.4	R07860
3.1.1.32	R07860
4.2.1.92	R07863
1.13.11.12	R07864
4.2.1.92	R07865
4.2.1.121	R07867
1.13.11.12	R07869
2.3.1.215	R07873
2.4.1.298	R07874
2.3.1.215	R07876
2.4.1.297	R07877
2.4.1.297	R07878
2.4.1.297	R07879
2.3.1.153	R07880
2.3.1.153	R07882
2.3.1.153	R07883
1.3.3.6	R07888
1.1.1.35	R07889
1.1.1.211	R07889
4.2.1.17	R07889
4.2.1.74	R07889
1.1.1.35	R07890
1.1.1.211	R07890
4.2.1.17	R07890
2.3.1.16	R07891
1.3.3.6	R07892
1.1.1.35	R07893
1.1.1.211	R07893
4.2.1.17	R07893
4.2.1.74	R07893
1.1.1.35	R07894
1.1.1.211	R07894
4.2.1.17	R07894
2.3.1.16	R07895
1.3.3.6	R07896
1.1.1.35	R07897
1.1.1.211	R07897
4.2.1.17	R07897
4.2.1.74	R07897
1.1.1.35	R07898
1.1.1.211	R07898
4.2.1.17	R07898
2.3.1.16	R07899
2.3.1.172	R07910
2.4.1.298	R07911
2.4.1.238	R07912
2.4.1.238	R07913
2.4.1.249	R07913
2.4.1.249	R07914
2.5.1.99	R07916
2.1.1.158	R07917
3.2.2.25	R07918
2.1.1.159	R07919
2.1.1.160	R07919
2.1.1.160	R07920
2.1.1.160	R07921
2.4.1.238	R07923
2.3.1.215	R07926
2.3.1.215	R07927
2.3.1.215	R07928
2.3.1.215	R07929
2.3.1.153	R07930
2.3.1.153	R07931
2.4.1.254	R07932
1.14.19.3	R07933
1.3.3.6	R07934
1.1.1.35	R07935
1.1.1.211	R07935
4.2.1.17	R07935
5.1.2.3	R07935
5.3.3.8	R07935
1.1.1.211	R07936
4.2.1.17	R07936
2.3.1.16	R07937
2.3.1.171	R07938
1.14.13.179	R07939
1.14.14.1	R07939
2.3.1.5	R07940
1.17.1.4	R07942
1.17.3.2	R07942
1.14.14.1	R07943
2.3.1.153	R07944
1.14.14.1	R07945
1.5.99.4	R07946
1.3.3.6	R07950
1.1.1.35	R07951
1.1.1.211	R07951
4.2.1.17	R07951
5.1.2.3	R07951
5.3.3.8	R07951
1.1.1.211	R07952
4.2.1.17	R07952
2.3.1.16	R07953
1.14.13.179	R07954
1.14.13.178	R07955
1.14.13.178	R07956
1.14.13.178	R07957
1.14.13.178	R07958
1.14.13.179	R07961
1.14.13.179	R07962
1.14.13.128	R07965
1.14.13.128	R07966
1.14.13.179	R07967
1.14.13.179	R07968
1.14.13.178	R07969
1.14.13.178	R07970
1.14.13.178	R07973
1.14.13.178	R07974
1.14.13.179	R07975
1.14.13.179	R07976
1.17.1.4	R07977
1.17.3.2	R07977
1.17.1.4	R07978
1.17.3.2	R07978
1.17.1.4	R07979
1.17.3.2	R07979
1.17.5.2	R07980
1.7.3.3	R07981
4.1.1.97	R07981
3.5.2.18	R07984
1.1.1.291	R07985
2.3.1.74	R07987
2.3.1.74	R07988
2.3.1.74	R07989
5.5.1.6	R07990
1.14.11.9	R07993
5.5.1.6	R07995
1.14.11.9	R07996
1.14.11.9	R07997
1.1.1.219	R07998
1.1.1.234	R07998
1.1.1.219	R07999
1.1.1.234	R07999
1.14.13.21	R08002
1.21.3.6	R08005
2.4.1.286	R08006
2.4.1.286	R08007
1.21.3.6	R08008
1.21.3.6	R08009
1.21.3.6	R08010
1.5.1.34	R08014
1.5.1.34	R08017
2.4.1.185	R08021
2.4.1.236	R08022
1.14.13.21	R08032
1.2.7.1	R08034
1.2.7.4	R08034
1.2.99.2	R08034
1.12.99.6	R08034
1.8.99.1	R08035
1.8.99.3	R08035
2.3.1.5	R08036
1.5.1.34	R08042
2.5.1.112	R08051
2.5.1.112	R08052
1.6.2.4	R08053
1.6.2.4	R08054
1.6.2.4	R08055
4.2.1.40	R08056
2.7.7.65	R08057
4.1.2.43	R08058
4.2.1.147	R08058
1.2.99.5	R08060
1.6.2.4	R08066
1.6.2.4	R08068
1.14.11.22	R08081
1.14.11.23	R08082
1.1.1.183	R08083
1.1.1.183	R08084
1.1.1.183	R08085
1.2.1.86	R08086
4.1.3.4	R08090
4.1.3.26	R08090
2.3.1.16	R08091
1.1.1.35	R08093
4.2.1.17	R08093
5.1.2.3	R08093
5.3.3.8	R08093
1.1.1.35	R08094
4.2.1.17	R08094
5.1.2.3	R08094
5.3.3.8	R08094
2.3.1.16	R08095
1.14.12.10	R08100
1.14.12.10	R08101
1.14.12.10	R08108
1.14.12.10	R08109
1.14.12.10	R08110
1.3.1.25	R08111
1.3.1.25	R08112
1.3.1.25	R08113
1.13.11.1	R08114
1.13.11.1	R08115
5.5.1.1	R08116
6.2.1.33	R08117
3.8.1.7	R08118
5.5.1.7	R08119
3.1.1.45	R08120
3.1.1.45	R08121
3.2.1.31	R08127
3.1.7.1	R08144
1.14.13.202	R08148
1.14.13.203	R08148
3.1.1.59	R08149
3.1.1.59	R08150
3.1.2.14	R08157
3.1.2.21	R08157
3.1.2.14	R08158
3.1.2.21	R08158
2.3.1.85	R08159
3.1.2.14	R08159
3.1.2.21	R08159
1.14.13.125	R08160
1.14.19.2	R08161
3.1.2.14	R08162
3.1.2.14	R08163
2.4.1.195	R08164
2.2.1.9	R08165
4.2.1.113	R08165
4.2.99.20	R08165
5.4.4.2	R08165
2.2.1.9	R08166
4.2.1.113	R08166
4.2.99.20	R08166
5.4.4.2	R08166
3.1.2.2	R08174
3.1.2.2	R08175
3.1.2.2	R08176
3.1.2.2	R08177
3.1.2.2	R08178
3.1.2.2	R08179
3.1.2.2	R08180
3.1.2.2	R08181
3.1.2.2	R08182
3.1.2.2	R08183
5.4.2.3	R08193
1.1.1.292	R08194
4.1.2.42	R08195
4.1.2.42	R08196
2.6.1.84	R08197
1.1.1.95	R08198
4.2.3.27	R08199
3.11.1.3	R08200
6.4.1.7	R08201
1.14.13.122	R08203
1.14.13.122	R08204
1.14.13.54	R08205
1.14.13.54	R08206
