ec,cath_code_rule,rn
1.7.99.1,1.10_2.140,R00284
1.7.99.1,1.20_3.40,R00143
1.7.99.1,1.20_3.40,R00284
1.8.1.12,3.30_3.50,R08356
1.8.1.12,3.30_3.50,R08357
1.8.1.12,3.30_3.50,R03821
1.8.1.14,3.30_3.50,R07175
1.8.1.14,3.40_3.50,R07175
1.8.1.14,3.50,R07175
1.8.1.16,3.30_3.50,R09561
1.8.1.2,1.20_2.40_3.40,R00858
1.8.1.2,3.30_3.90,R00858
1.8.1.2,3.40,R00858
1.8.1.4,2.40,R00209
1.8.1.4,2.40,R01698
1.8.1.4,2.40,R01933
1.8.1.4,2.40,R08549
1.8.1.4,2.40,R03815
1.8.1.4,2.40,R07618
1.8.1.4,2.40,R08550
1.8.1.4,3.30_3.50,R00209
1.8.1.4,3.30_3.50,R01221
1.8.1.4,3.30_3.50,R01698
1.8.1.4,3.30_3.50,R01933
1.8.1.4,3.30_3.50,R08549
1.8.1.4,3.30_3.50,R03815
1.8.1.4,3.30_3.50,R07618
1.8.1.4,3.30_3.50,R08550
1.8.1.5,3.30_3.50,R05713
1.8.1.7,3.30_3.50,R00094
1.8.1.7,3.30_3.50,R00115
1.8.1.7,3.40,R00094
1.8.1.7,3.40,R00115
1.8.1.8,2.60,R03913
1.8.1.8,2.60,R03914
1.8.1.8,2.60_3.40,R03913
1.8.1.8,2.60_3.40,R03914
1.8.1.8,3.40,R03913
1.8.1.8,3.40,R03914
1.8.1.9,3.30_3.40_3.50,R00900
1.8.1.9,3.30_3.40_3.50,R03596
1.8.1.9,3.30_3.40_3.50,R09372
1.8.1.9,3.30_3.40_3.50,R02016
1.8.1.9,3.30_3.50,R00900
1.8.1.9,3.30_3.50,R03596
1.8.1.9,3.30_3.50,R09372
1.8.1.9,3.30_3.50,R02016
1.8.1.9,3.40,R00900
1.8.1.9,3.40,R03596
1.8.1.9,3.40,R09372
1.8.1.9,3.40,R02016
1.8.1.9,3.50,R00900
1.8.1.9,3.50,R03596
1.8.1.9,3.50,R09372
1.8.1.9,3.50,R02016
1.8.2.1,2.60_3.90,R00528
1.8.2.2,1.10,R00029
1.8.2.3,3.50_3.90,R09499
1.8.3.1,2.60_3.10_3.90,R00533
1.8.3.1,2.60_3.90,R00533
1.8.3.1,3.10,R00533
1.8.3.2,1.20,R00057
1.8.3.2,1.20_4.10,R00057
1.8.3.2,3.40,R00057
1.8.3.7,3.90,R11878
1.8.4.10,3.40,R07176
1.8.4.11,2.170,R04120
1.8.4.11,2.170,R07606
1.8.4.11,2.170_3.30,R04120
1.8.4.11,2.170_3.30,R07606
1.8.4.11,3.30,R04120
1.8.4.11,3.30,R07606
1.8.4.11,3.40,R04120
1.8.4.11,3.40,R07606
1.8.4.12,2.170,R07607
1.8.4.12,2.170_3.30,R07607
1.8.4.12,3.30,R07607
1.8.4.12,3.40,R07607
1.8.4.14,2.170,R02025
1.8.4.14,2.170,R07608
1.8.4.14,3.30,R02025
1.8.4.14,3.30,R07608
1.8.4.2,3.40,R02824
1.8.4.2,3.40,R03915
1.8.4.7,3.40,R04039
1.8.4.8,3.40,R02021
1.8.5.1,1.20_3.40,R01108
1.8.5.1,3.40,R01108
1.8.5.3,2.40_3.40_3.90,R09501
1.8.5.4,3.50,R10152
1.8.5.7,1.20_3.40,R11659
1.8.7.1,3.30,R03600
1.8.7.1,3.30,R00859
1.8.7.1,3.30_3.90,R03600
1.8.7.1,3.30_3.90,R00859
1.8.7.2,2.20,R09502
1.8.7.2,3.90,R09502
1.8.99.2,1.20_3.30_3.50_3.90_6.20,R04927
1.8.99.2,1.20_3.30_3.50_3.90_6.20,R00860
1.8.99.2,1.20_3.30_3.50_3.90_6.20,R08553
1.8.99.2,3.50_3.90,R04927
1.8.99.2,3.50_3.90,R00860
1.8.99.2,3.50_3.90,R08553
1.8.99.5,1.10_3.30,R00295
1.8.99.5,1.10_3.30,R08035
1.8.99.5,1.10_3.30,R00861
1.8.99.5,3.30_6.10,R00295
1.8.99.5,3.30_6.10,R08035
1.8.99.5,3.30_6.10,R00861
1.9.6.1,2.20_2.40_3.40,R00792
1.9.6.1,2.20_2.40_3.40,R03071
1.9.6.1,2.40_3.30_3.40,R00792
1.9.6.1,2.40_3.30_3.40,R03071
1.97.1.12,1.20,R09542
1.97.1.12,1.20_3.30,R09542
1.97.1.12,3.30,R09542
1.97.1.4,3.20,R04710
1.97.1.4,3.80,R04710
2.1.1.1,3.40,R01269
2.1.1.10,3.20,R00650
2.1.1.10,3.20,R11063
2.1.1.100,1.20,R04496
2.1.1.103,3.40,R06868
2.1.1.103,3.40,R06869
2.1.1.103,3.40,R02037
2.1.1.104,3.40,R06578
2.1.1.104,3.40,R01942
2.1.1.107,1.10_3.30_3.40,R03950
2.1.1.107,1.10_3.30_3.40,R03194
2.1.1.107,1.10_3.30_3.40,R07237
2.1.1.107,1.10_3.30_3.40,R07238
2.1.1.107,3.30_3.40,R03950
2.1.1.107,3.30_3.40,R03194
2.1.1.107,3.30_3.40,R07237
2.1.1.107,3.30_3.40,R07238
2.1.1.11,3.40,R04237
2.1.1.113,3.40,R03003
2.1.1.117,3.40,R03835
2.1.1.127,3.90,R05179
2.1.1.128,1.10_3.40,R04715
2.1.1.128,1.10_3.40,R05214
2.1.1.128,1.10_3.40,R05123
2.1.1.128,1.10_3.40,R05162
2.1.1.13,1.10_3.10,R09365
2.1.1.13,1.10_3.10,R00946
2.1.1.13,1.10_3.10_3.40,R09365
2.1.1.13,1.10_3.10_3.40,R00946
2.1.1.13,1.10_3.40,R09365
2.1.1.13,1.10_3.40,R00946
2.1.1.13,3.20,R09365
2.1.1.13,3.20,R00946
2.1.1.13,3.40,R09365
2.1.1.13,3.40,R00946
2.1.1.130,3.30_3.40,R03948
2.1.1.132,3.40,R05149
2.1.1.133,3.30_3.40,R05181
2.1.1.137,3.40,R05755
2.1.1.137,3.40,R05756
2.1.1.14,3.20,R04405
2.1.1.144,1.10_3.40,R05763
2.1.1.144,3.40,R05763
2.1.1.145,3.40,R05764
2.1.1.146,1.10_3.40,R10250
2.1.1.146,1.10_3.40,R10251
2.1.1.146,1.10_3.40,R07240
2.1.1.148,1.20_3.30,R06613
2.1.1.148,3.30,R06613
2.1.1.148,3.30_6.10,R06613
2.1.1.150,1.10_3.40,R06794
2.1.1.150,1.10_3.40,R07375
2.1.1.150,1.10_3.40,R07724
2.1.1.152,3.30_3.40,R05219
2.1.1.154,1.10_3.40,R07242
2.1.1.156,3.40,R10060
2.1.1.156,3.40,R00367
2.1.1.156,3.40,R07243
2.1.1.158,1.10_3.40,R07917
2.1.1.160,1.10_3.40,R07920
2.1.1.160,1.10_3.40,R07921
2.1.1.160,1.10_3.40,R07919
2.1.1.164,3.40,R09569
2.1.1.171,3.40,R07234
2.1.1.173,3.30_3.40,R07234
2.1.1.182,1.10,R10716
2.1.1.182,1.10_3.40,R10716
2.1.1.187,3.40,R07233
2.1.1.195,3.30_3.40,R07773
2.1.1.196,3.40,R07774
2.1.1.2,3.40,R01883
2.1.1.20,3.30_3.40,R00367
2.1.1.201,3.40,R09737
2.1.1.204,3.40,R00595
2.1.1.204,3.40_3.90,R00595
2.1.1.212,1.10_3.40,R02931
2.1.1.212,1.10_3.40,R06564
2.1.1.212,1.10_3.40,R07722
2.1.1.222,3.40,R04988
2.1.1.222,3.40,R08769
2.1.1.228,1.10_3.40,R00597
2.1.1.228,3.30,R00597
2.1.1.228,3.30_3.40,R00597
2.1.1.234,2.20_3.40,R06427
2.1.1.235,2.20_3.40,R06439
2.1.1.238,3.30_3.40,R09822
2.1.1.247,3.20,R09124
2.1.1.247,3.20,R09998
2.1.1.247,3.20,R09999
2.1.1.247,3.20,R10000
2.1.1.248,3.20,R10014
2.1.1.255,3.40,R09940
2.1.1.258,3.20,R10243
2.1.1.258,3.20,R02289
2.1.1.269,3.30,R10333
2.1.1.271,3.30_3.40,R05810
2.1.1.274,1.10_3.40,R10448
2.1.1.278,1.10_3.40,R10452
2.1.1.28,3.40,R02533
2.1.1.28,3.40,R04033
2.1.1.281,1.10,R10431
2.1.1.281,1.10_3.40,R10431
2.1.1.282,3.30,R10498
2.1.1.285,3.40,R06771
2.1.1.290,2.120_3.40,R10586
2.1.1.292,1.10_3.40,R06687
2.1.1.292,1.10_3.40,R06693
2.1.1.294,1.10_3.30_3.40,R10658
2.1.1.297,1.10_3.40,R10806
2.1.1.297,3.40,R10806
2.1.1.303,1.10_3.40,R10963
2.1.1.314,3.30_3.40,R11165
2.1.1.316,1.10_3.40,R11191
2.1.1.316,1.10_3.40,R11192
2.1.1.319,2.30,R11219
2.1.1.319,2.30,R11216
2.1.1.319,2.30,R11217
2.1.1.319,2.70,R11219
2.1.1.319,2.70,R11216
2.1.1.319,2.70,R11217
2.1.1.319,2.70_3.40,R11219
2.1.1.319,2.70_3.40,R11216
2.1.1.319,2.70_3.40,R11217
2.1.1.320,2.70_3.20_3.40,R11220
2.1.1.320,2.70_3.20_3.40,R11216
2.1.1.320,2.70_3.20_3.40,R11218
2.1.1.327,1.10_3.40,R11533
2.1.1.33,3.40,R00600
2.1.1.333,1.10_3.40,R09063
2.1.1.34,3.40,R02917
2.1.1.346,3.40,R11953
2.1.1.348,3.40,R12011
2.1.1.35,2.40_3.40,R00594
2.1.1.354,1.10,R03875
2.1.1.354,1.10,R04866
2.1.1.354,1.10,R04867
2.1.1.354,1.10_1.25_2.170_6.10,R03875
2.1.1.354,1.10_1.25_2.170_6.10,R04866
2.1.1.354,1.10_1.25_2.170_6.10,R04867
2.1.1.354,1.20_3.30,R03875
2.1.1.354,1.20_3.30,R04866
2.1.1.354,1.20_3.30,R04867
2.1.1.354,1.25_2.170,R03875
2.1.1.354,1.25_2.170,R04866
2.1.1.354,1.25_2.170,R04867
2.1.1.354,2.170,R03875
2.1.1.354,2.170,R04866
2.1.1.354,2.170,R04867
2.1.1.354,2.170_3.30,R03875
2.1.1.354,2.170_3.30,R04866
2.1.1.354,2.170_3.30,R04867
2.1.1.354,3.30,R03875
2.1.1.354,3.30,R04866
2.1.1.354,3.30,R04867
2.1.1.354,6.10,R03875
2.1.1.354,6.10,R04866
2.1.1.354,6.10,R04867
2.1.1.355,2.40,R03875
2.1.1.355,2.40,R04866
2.1.1.355,2.40,R04867
2.1.1.359,1.20,R03875
2.1.1.359,1.20,R04866
2.1.1.359,1.20,R04867
2.1.1.359,2.20,R03875
2.1.1.359,2.20,R04866
2.1.1.359,2.20,R04867
2.1.1.360,1.10_3.40,R03875
2.1.1.360,1.10_3.40,R04866
2.1.1.360,1.10_3.40,R04867
2.1.1.361,1.10_2.170,R03875
2.1.1.362,1.10_2.170,R04866
2.1.1.364,2.170_2.20,R03875
2.1.1.37,1.10,R00380
2.1.1.37,1.10,R04858
2.1.1.37,1.10_2.30,R00380
2.1.1.37,1.10_2.30,R04858
2.1.1.37,2.20_3.40,R00380
2.1.1.37,2.20_3.40,R04858
2.1.1.37,2.30_3.40_3.90,R00380
2.1.1.37,2.30_3.40_3.90,R04858
2.1.1.37,3.40_3.90,R00380
2.1.1.37,3.40_3.90,R04858
2.1.1.4,1.10_3.40,R04905
2.1.1.4,1.10_3.40,R03130
2.1.1.44,3.40,R01169
2.1.1.44,3.40,R10523
2.1.1.44,3.40,R10524
2.1.1.44,3.40,R04436
2.1.1.45,3.30,R02101
2.1.1.45,3.30_3.40,R02101
2.1.1.45,3.30_3.40_6.10,R02101
2.1.1.45,3.40,R02101
2.1.1.49,3.40,R08537
2.1.1.49,3.40,R02174
2.1.1.49,3.40,R02808
2.1.1.49,3.40,R02910
2.1.1.5,3.20,R02821
2.1.1.50,3.40,R05834
2.1.1.50,3.40,R03554
2.1.1.56,1.10,R03805
2.1.1.56,1.10_1.20_2.60_3.30,R03805
2.1.1.56,1.10_3.30,R03805
2.1.1.56,2.40,R03805
2.1.1.56,2.40_3.20_3.30_3.40,R03805
2.1.1.56,2.40_3.40,R03805
2.1.1.56,2.60,R03805
2.1.1.56,2.60_3.30,R03805
2.1.1.56,2.60_3.40_3.55_3.90,R03805
2.1.1.56,3.20,R03805
2.1.1.56,3.30,R03805
2.1.1.56,3.40,R03805
2.1.1.57,1.10,R03922
2.1.1.57,1.10_1.20_2.60_3.30,R03922
2.1.1.57,1.10_3.30,R03922
2.1.1.57,2.40,R03922
2.1.1.57,2.40_3.40,R03922
2.1.1.57,2.60,R03922
2.1.1.57,2.60_3.30,R03922
2.1.1.57,3.30,R03922
2.1.1.57,3.40,R03922
2.1.1.6,1.10_3.40,R00827
2.1.1.6,1.10_3.40,R02534
2.1.1.6,1.10_3.40,R02920
2.1.1.6,1.10_3.40,R03304
2.1.1.6,1.10_3.40,R04301
2.1.1.6,1.10_3.40,R04762
2.1.1.6,1.10_3.40,R04764
2.1.1.6,1.10_3.40,R04881
2.1.1.6,1.10_3.40,R04887
2.1.1.6,1.10_3.40,R07330
2.1.1.6,3.40,R00827
2.1.1.6,3.40,R02534
2.1.1.6,3.40,R02920
2.1.1.6,3.40,R03304
2.1.1.6,3.40,R04301
2.1.1.6,3.40,R04762
2.1.1.6,3.40,R04764
2.1.1.6,3.40,R04881
2.1.1.6,3.40,R04887
2.1.1.6,3.40,R07330
2.1.1.60,3.40,R03875
2.1.1.60,3.40,R04866
2.1.1.60,3.40,R04867
2.1.1.60,3.40,R04062
2.1.1.61,3.30_3.40_3.50,R00601
2.1.1.61,3.40,R00601
2.1.1.62,2.20,R03788
2.1.1.63,1.10_3.30,R04314
2.1.1.63,1.10_3.40,R04314
2.1.1.63,3.40,R04314
2.1.1.64,3.40,R12657
2.1.1.65,1.10_3.40,R03623
2.1.1.67,3.40,R03701
2.1.1.67,3.40,R08236
2.1.1.67,3.40,R08239
2.1.1.67,3.40,R08246
2.1.1.68,1.10_3.40,R02379
2.1.1.68,1.10_3.40,R06574
2.1.1.68,1.10_3.40,R06575
2.1.1.68,1.10_3.40,R06576
2.1.1.68,1.10_3.40,R06577
2.1.1.68,1.10_3.40,R03366
2.1.1.69,1.10_3.40,R08538
2.1.1.69,1.10_3.40,R02882
2.1.1.72,1.10_3.40,R02961
2.1.1.72,1.20_3.40,R02961
2.1.1.72,3.40,R02961
2.1.1.72,3.40_3.90,R02961
2.1.1.74,3.50,R03704
2.1.1.74,3.50,R12548
2.1.1.77,3.40,R04190
2.1.1.77,3.40_3.55,R04190
2.1.1.79,3.40,R03411
2.1.1.8,3.40,R02155
2.1.1.80,1.10_3.40,R02623
2.1.1.80,3.40,R02623
2.1.1.85,3.90,R02627
2.1.1.89,3.40,R04077
2.1.1.96,3.40,R09370
2.1.1.96,3.40,R02572
2.1.1.98,3.30_3.40,R10306
2.1.1.98,3.30_3.40,R04481
2.1.1.98,3.30_3.40,R08468
2.1.1.98,3.30_3.40,R08469
2.1.2.1,3.40_3.90,R09099
2.1.2.1,3.40_3.90,R00945
2.1.2.10,2.40_3.30,R01221
2.1.2.10,2.40_3.30,R02300
2.1.2.10,2.40_3.30,R04125
2.1.2.10,2.40_3.30_4.10,R01221
2.1.2.10,2.40_3.30_4.10,R02300
2.1.2.10,2.40_3.30_4.10,R04125
2.1.2.11,3.20,R01216
2.1.2.11,3.20,R01226
2.1.2.13,3.10_3.40,R07660
2.1.2.13,3.40,R07660
2.1.2.13,3.40_3.90,R07660
2.1.2.2,3.30_3.40_3.90,R04326
2.1.2.2,3.30_3.40_3.90,R04325
2.1.2.2,3.30_3.90,R04326
2.1.2.2,3.30_3.90,R04325
2.1.2.2,3.40,R04326
2.1.2.2,3.40,R04325
2.1.2.3,1.10_3.40,R04560
2.1.2.3,3.40,R04560
2.1.2.5,1.20_3.30,R03189
2.1.2.5,1.20_3.30,R02287
2.1.2.5,3.30,R03189
2.1.2.5,3.30,R02287
2.1.2.8,3.30,R01669
2.1.2.9,3.10_3.40,R03940
2.1.3.1,2.40,R00353
2.1.3.1,2.40,R00930
2.1.3.1,3.20,R00353
2.1.3.1,3.20,R00930
2.1.3.1,3.90,R00353
2.1.3.1,3.90,R00930
2.1.3.11,3.40,R08937
2.1.3.15,3.90,R04386
2.1.3.2,3.20,R01397
2.1.3.2,3.40,R01397
2.1.3.3,3.40,R01398
2.1.3.6,3.40,R01399
2.1.3.9,3.40,R07245
2.1.4.1,3.75,R01686
2.1.4.1,3.75,R01989
2.1.4.1,3.75,R00565
2.1.4.2,3.75,R03477
2.10.1.1,2.170_2.40_3.40_3.90,R09735
2.10.1.1,3.40,R09735
2.2.1.1,3.40,R01067
2.2.1.1,3.40,R01830
2.2.1.1,3.40,R06590
2.2.1.1,3.40,R06861
2.2.1.1,3.40,R06863
2.2.1.1,3.40,R01641
2.2.1.10,3.20,R08568
2.2.1.2,3.20,R01827
2.2.1.2,3.20,R08575
2.2.1.5,1.10_3.40,R00474
2.2.1.5,3.40,R00474
2.2.1.6,1.20_3.40,R00014
2.2.1.6,1.20_3.40,R03050
2.2.1.6,1.20_3.40,R04672
2.2.1.6,1.20_3.40,R04673
2.2.1.6,1.20_3.40,R08648
2.2.1.6,1.20_3.40,R00006
2.2.1.6,1.20_3.40,R00226
2.2.1.6,3.30,R00014
2.2.1.6,3.30,R03050
2.2.1.6,3.30,R04672
2.2.1.6,3.30,R04673
2.2.1.6,3.30,R08648
2.2.1.6,3.30,R00006
2.2.1.6,3.30,R00226
2.2.1.6,3.40,R03050
2.2.1.6,3.40,R04672
2.2.1.6,3.40,R04673
2.2.1.6,3.40,R08648
2.2.1.6,3.40,R00006
2.2.1.6,3.40,R00226
2.2.1.7,3.40,R05636
2.2.1.9,3.40,R08165
2.3.1.1,3.10_3.30_3.60,R00259
2.3.1.1,3.30_3.40,R00259
2.3.1.1,3.40,R00259
2.3.1.101,3.30,R03390
2.3.1.108,3.40,R04192
2.3.1.108,3.40_6.20,R04192
2.3.1.109,2.40,R00832
2.3.1.116,3.30,R04356
2.3.1.116,3.30,R06797
2.3.1.117,1.10_2.160,R04365
2.3.1.117,2.160_3.30,R04365
2.3.1.118,2.40_3.30,R04024
2.3.1.118,2.40_3.30,R08386
2.3.1.118,2.40_3.30_6.10,R04024
2.3.1.118,2.40_3.30_6.10,R08386
2.3.1.118,3.30,R04024
2.3.1.118,3.30,R08386
2.3.1.12,2.40,R02569
2.3.1.12,2.40_6.20,R00209
2.3.1.12,2.40_6.20,R02569
2.3.1.12,3.30,R00209
2.3.1.12,3.30,R02569
2.3.1.12,4.10,R00209
2.3.1.12,4.10,R02569
2.3.1.122,3.40,R07248
2.3.1.129,1.20_2.160,R04567
2.3.1.133,3.30,R01945
2.3.1.133,3.30,R07432
2.3.1.133,3.30,R07433
2.3.1.133,3.30,R02416
2.3.1.135,3.90,R04514
2.3.1.135,3.90,R08387
2.3.1.135,3.90,R08389
2.3.1.136,2.160,R04484
2.3.1.136,2.160,R07249
2.3.1.137,1.10_3.30,R03779
2.3.1.137,3.30,R03779
2.3.1.140,3.30,R03374
2.3.1.146,3.40,R02505
2.3.1.15,1.10_3.40,R09380
2.3.1.15,1.10_3.40,R00851
2.3.1.15,1.10_3.40,R02617
2.3.1.151,3.40,R04709
2.3.1.157,2.160,R05332
2.3.1.157,2.160_3.90,R05332
2.3.1.159,3.40,R07250
2.3.1.16,3.40,R00238
2.3.1.16,3.40,R00391
2.3.1.16,3.40,R00829
2.3.1.16,3.40,R00927
2.3.1.16,3.40,R01177
2.3.1.16,3.40,R03778
2.3.1.16,3.40,R03858
2.3.1.16,3.40,R03991
2.3.1.16,3.40,R04742
2.3.1.16,3.40,R04747
2.3.1.16,3.40,R05506
2.3.1.16,3.40,R05586
2.3.1.16,3.40,R07891
2.3.1.16,3.40,R07895
2.3.1.16,3.40,R07899
2.3.1.16,3.40,R07937
2.3.1.16,3.40,R07953
2.3.1.16,3.40,R08091
2.3.1.16,3.40,R08095
2.3.1.160,3.30,R05876
2.3.1.161,3.40_3.90,R07251
2.3.1.164,1.10_3.60,R06361
2.3.1.164,1.10_3.60,R04868
2.3.1.168,2.40,R03174
2.3.1.168,2.40,R04097
2.3.1.168,2.40,R10998
2.3.1.168,2.40,R02662
2.3.1.168,3.30,R03174
2.3.1.168,3.30,R04097
2.3.1.168,3.30,R10998
2.3.1.168,3.30,R02662
2.3.1.168,4.10,R03174
2.3.1.168,4.10,R04097
2.3.1.168,4.10,R10998
2.3.1.168,4.10,R02662
2.3.1.169,1.10_3.30_3.40,R09317
2.3.1.169,1.10_3.30_3.40,R10243
2.3.1.169,1.10_3.30_3.40,R08433
2.3.1.169,3.30_3.40,R09317
2.3.1.169,3.30_3.40,R10243
2.3.1.169,3.30_3.40,R08433
2.3.1.169,3.40,R10243
2.3.1.169,3.40,R08433
2.3.1.175,3.40,R03064
2.3.1.176,3.30,R05330
2.3.1.176,3.30,R07937
2.3.1.176,3.30,R07953
2.3.1.176,3.30,R03719
2.3.1.176,3.30,R04811
2.3.1.177,3.40,R09621
2.3.1.178,3.40,R06978
2.3.1.179,3.40,R02768
2.3.1.179,3.40,R04355
2.3.1.179,3.40,R04726
2.3.1.179,3.40,R04952
2.3.1.179,3.40,R04957
2.3.1.179,3.40,R04960
2.3.1.179,3.40,R04963
2.3.1.179,3.40,R04968
2.3.1.179,3.40,R07762
2.3.1.179,3.40,R10115
2.3.1.179,3.40,R10119
2.3.1.18,2.160,R02616
2.3.1.180,3.40,R10707
2.3.1.181,3.30,R07769
2.3.1.181,3.30,R07766
2.3.1.181,3.30,R12427
2.3.1.181,3.30,R12428
2.3.1.182,3.20,R07399
2.3.1.182,3.30,R07399
2.3.1.183,3.40,R08871
2.3.1.183,3.40,R08938
2.3.1.184,3.40,R08939
2.3.1.184,3.40,R08940
2.3.1.189,3.40,R09622
2.3.1.191,1.20_2.160_3.40,R04550
2.3.1.191,2.160_3.40,R04550
2.3.1.20,3.40,R09474
2.3.1.20,3.40,R02251
2.3.1.20,3.40,R02694
2.3.1.202,3.40,R09842
2.3.1.203,2.160_3.40,R10099
2.3.1.204,3.30,R12425
2.3.1.206,3.40,R10171
2.3.1.21,1.20_3.30,R01923
2.3.1.21,6.10,R01923
2.3.1.210,3.40,R10142
2.3.1.211,3.40,R10233
2.3.1.212,3.40,R10234
2.3.1.216,3.40,R10238
2.3.1.217,3.40,R08808
2.3.1.217,3.40,R08810
2.3.1.220,3.40,R02447
2.3.1.221,1.10,R10239
2.3.1.221,3.10,R10239
2.3.1.221,3.40,R10239
2.3.1.225,1.25,R10484
2.3.1.225,3.10_3.30,R10484
2.3.1.226,1.20_3.90,R10485
2.3.1.230,3.40,R10589
2.3.1.230,3.40,R10590
2.3.1.230,3.40,R11589
2.3.1.230,3.40,R11590
2.3.1.231,2.120_3.40,R10587
2.3.1.233,3.40,R10965
2.3.1.234,1.10_3.30,R10648
2.3.1.234,3.30,R10648
2.3.1.238,3.40,R11126
2.3.1.239,3.40,R06458
2.3.1.24,1.10,R02543
2.3.1.24,1.10,R06517
2.3.1.24,1.10,R01496
2.3.1.240,3.40,R06459
2.3.1.245,3.20,R11182
2.3.1.247,3.20,R10564
2.3.1.251,2.40,R12200
2.3.1.251,2.40,R12211
2.3.1.251,2.40,R11223
2.3.1.251,2.40,R12206
2.3.1.251,2.40,R12187
2.3.1.262,3.40,R11588
2.3.1.262,3.40,R11586
2.3.1.262,3.40,R11587
2.3.1.266,3.40,R04316
2.3.1.271,3.40,R12085
2.3.1.274,3.40,R12240
2.3.1.276,2.160_3.90,R12242
2.3.1.28,2.160,R03065
2.3.1.28,3.30,R03065
2.3.1.286,1.20_3.30_3.40,R10633
2.3.1.286,1.20_3.30_3.40,R10634
2.3.1.286,2.20_3.40,R10633
2.3.1.286,2.20_3.40,R10634
2.3.1.286,3.30_3.40,R10633
2.3.1.286,3.30_3.40,R10634
2.3.1.286,3.40,R10633
2.3.1.286,3.40,R10634
2.3.1.29,3.40_3.90,R00371
2.3.1.30,1.10_2.160,R00586
2.3.1.30,1.10_3.40,R00586
2.3.1.31,1.10_3.40,R01776
2.3.1.31,3.40,R01776
2.3.1.35,3.10_3.30_3.60,R02282
2.3.1.35,3.10_3.60,R02282
2.3.1.37,3.40_3.90,R00830
2.3.1.37,4.10,R00830
2.3.1.38,1.10,R01624
2.3.1.38,1.10_3.30_3.40,R01624
2.3.1.38,1.10_3.40,R01624
2.3.1.38,1.20_2.40_3.10_3.20_3.30_3.40_6.10,R01624
2.3.1.38,3.10_3.30_3.40_3.90,R01624
2.3.1.38,3.30_3.40,R01624
2.3.1.38,3.30_3.40_6.10_6.20,R01624
2.3.1.38,3.40,R01624
2.3.1.38,3.40_3.90,R01624
2.3.1.39,1.10,R01626
2.3.1.39,1.10_3.30_3.40,R01626
2.3.1.39,1.10_3.40,R01626
2.3.1.39,1.20_2.40_3.10_3.20_3.30_3.40_6.10,R01626
2.3.1.39,3.10_3.30_3.40_3.90,R01626
2.3.1.39,3.30_3.40,R01626
2.3.1.39,3.30_3.40_6.10_6.20,R01626
2.3.1.39,3.40,R01626
2.3.1.39,3.40_3.90,R01626
2.3.1.4,3.40,R02058
2.3.1.41,1.10,R10115
2.3.1.41,1.10,R10119
2.3.1.41,1.10,R02768
2.3.1.41,1.10,R04355
2.3.1.41,1.10,R04726
2.3.1.41,1.10,R04952
2.3.1.41,1.10,R04957
2.3.1.41,1.10,R04960
2.3.1.41,1.10,R04963
2.3.1.41,1.10,R04968
2.3.1.41,1.10,R07762
2.3.1.41,1.10_3.30_3.40,R10115
2.3.1.41,1.10_3.30_3.40,R10119
2.3.1.41,1.10_3.30_3.40,R02768
2.3.1.41,1.10_3.30_3.40,R04355
2.3.1.41,1.10_3.30_3.40,R04726
2.3.1.41,1.10_3.30_3.40,R04952
2.3.1.41,1.10_3.30_3.40,R04957
2.3.1.41,1.10_3.30_3.40,R04960
2.3.1.41,1.10_3.30_3.40,R04963
2.3.1.41,1.10_3.30_3.40,R04968
2.3.1.41,1.10_3.30_3.40,R07762
2.3.1.41,1.10_3.40,R10115
2.3.1.41,1.10_3.40,R10119
2.3.1.41,1.10_3.40,R02768
2.3.1.41,1.10_3.40,R04355
2.3.1.41,1.10_3.40,R04726
2.3.1.41,1.10_3.40,R04952
2.3.1.41,1.10_3.40,R04957
2.3.1.41,1.10_3.40,R04960
2.3.1.41,1.10_3.40,R04963
2.3.1.41,1.10_3.40,R04968
2.3.1.41,1.10_3.40,R07762
2.3.1.41,3.10,R10115
2.3.1.41,3.10,R10119
2.3.1.41,3.10,R02768
2.3.1.41,3.10,R04355
2.3.1.41,3.10,R04726
2.3.1.41,3.10,R04952
2.3.1.41,3.10,R04957
2.3.1.41,3.10,R04960
2.3.1.41,3.10,R04963
2.3.1.41,3.10,R04968
2.3.1.41,3.10,R07762
2.3.1.41,3.10_3.30_3.40_3.90,R10115
2.3.1.41,3.10_3.30_3.40_3.90,R10119
2.3.1.41,3.10_3.30_3.40_3.90,R02768
2.3.1.41,3.10_3.30_3.40_3.90,R04355
2.3.1.41,3.10_3.30_3.40_3.90,R04726
2.3.1.41,3.10_3.30_3.40_3.90,R04952
2.3.1.41,3.10_3.30_3.40_3.90,R04957
2.3.1.41,3.10_3.30_3.40_3.90,R04960
2.3.1.41,3.10_3.30_3.40_3.90,R04963
2.3.1.41,3.10_3.30_3.40_3.90,R04968
2.3.1.41,3.10_3.30_3.40_3.90,R07762
2.3.1.41,3.30_3.40,R10115
2.3.1.41,3.30_3.40,R10119
2.3.1.41,3.30_3.40,R02768
2.3.1.41,3.30_3.40,R04355
2.3.1.41,3.30_3.40,R04726
2.3.1.41,3.30_3.40,R04952
2.3.1.41,3.30_3.40,R04957
2.3.1.41,3.30_3.40,R04960
2.3.1.41,3.30_3.40,R04963
2.3.1.41,3.30_3.40,R04968
2.3.1.41,3.30_3.40,R07762
2.3.1.41,3.30_3.40_3.90_6.10,R10115
