rn,cid,s
AR268,C02928,1
AR269,C00003,-1
AR269,C00503,-1
AR269,C00004,1
AR269,C00080,1
AR269,C02022,1
AR270,C00003,-1
AR270,C00717,-1
AR270,C00004,1
AR270,C00080,1
AR270,C01370,1
AR271,C00003,-1
AR271,C00717,-1
AR271,C00004,1
AR271,C00080,1
AR271,C03667,1
AR272,C00003,-1
AR272,C00847,-1
AR272,C00004,1
AR272,C00080,1
AR272,C06050,1
AR273,C00003,-1
AR273,C00314,-1
AR273,C00004,1
AR273,C00080,1
AR273,C00250,1
AR274,C00003,-1
AR274,C00314,-1
AR274,C00004,1
AR274,C00080,1
AR274,C06051,1
AR275,C00003,-1
AR275,C00487,-1
AR275,C00004,1
AR275,C00080,1
AR275,C02636,1
AR276,C00003,-1
AR276,C00319,-1
AR276,C00004,1
AR276,C00080,1
AR276,C06121,1
AR277,C00003,-1
AR277,C00469,-1
AR277,C00004,1
AR277,C00080,1
AR277,C00084,1
AR278,C00003,-1
AR278,C01500,-1
AR278,C00004,1
AR278,C00080,1
AR278,C01499,1
AR279,C00003,-1
AR279,C00185,-1
AR279,C00004,1
AR279,C00080,1
AR279,C01093,1
AR280,C00003,-1
AR280,C00185,-1
AR280,C00004,1
AR280,C00080,1
AR280,C05403,1
AR281,C00003,-1
AR281,C00186,-1
AR281,C00004,1
AR281,C00022,1
AR281,C00080,1
AR282,C00003,-1
AR282,C00188,-1
AR282,C00004,1
AR282,C00080,1
AR282,C03214,1
AR283,C00003,-1
AR283,C00189,-1
AR283,C00004,1
AR283,C00080,1
AR283,C06735,1
AR284,C00003,-1
AR284,C00190,-1
AR284,C00004,1
AR284,C00080,1
AR284,C16155,1
AR285,C00003,-1
AR285,C00191,-1
AR285,C00004,1
AR285,C00080,1
AR285,C20890,1
AR286,C00003,-1
AR286,C00226,-1
AR286,C00004,1
AR286,C00071,1
AR286,C00080,1
AR287,C00003,-1
AR287,C00257,-1
AR287,C00004,1
AR287,C00080,1
AR287,C13085,1
AR288,C00003,-1
AR288,C00257,-1
AR288,C00004,1
AR288,C00080,1
AR288,C01062,1
AR289,C00003,-1
AR289,C00257,-1
AR289,C00004,1
AR289,C00080,1
AR289,C00618,1
AR290,C00003,-1
AR290,C00257,-1
AR290,C00004,1
AR290,C00080,1
AR290,C03342,1
AR291,C00003,-1
AR291,C00258,-1
AR291,C00004,1
AR291,C00080,1
AR291,C00168,1
AR292,C00003,-1
AR292,C00258,-1
AR292,C00004,1
AR292,C00080,1
AR292,C01146,1
AR293,C00003,-1
AR293,C00263,-1
AR293,C00004,1
AR293,C00080,1
AR293,C00441,1
AR294,C00003,-1
AR294,C00294,-1
AR294,C00004,1
AR294,C00080,1
AR294,C01993,1
AR295,C00003,-1
AR295,C00296,-1
AR295,C00004,1
AR295,C00080,1
AR295,C00944,1
AR296,C00003,-1
AR296,C00311,-1
AR296,C00004,1
AR296,C00080,1
AR296,C05379,1
AR297,C00003,-1
AR297,C00325,-1
AR297,C00004,1
AR297,C00080,1
AR297,C01222,1
AR298,C00003,-1
AR298,C00345,-1
AR298,C00004,1
AR298,C00080,1
AR298,C14899,1
AR299,C00003,-1
AR299,C00345,-1
AR299,C00004,1
AR299,C00080,1
AR299,C01218,1
AR300,C00003,-1
AR300,C00378,-1
AR300,C00004,1
AR300,C00080,1
AR300,C05856,1
AR301,C00003,-1
AR301,C00379,-1
AR301,C00004,1
AR301,C00080,1
AR301,C11476,1
AR302,C00003,-1
AR302,C00379,-1
AR302,C00004,1
AR302,C00080,1
AR302,C05052,1
AR303,C00003,-1
AR303,C00392,-1
AR303,C00004,1
AR303,C00080,1
AR303,C01582,1
AR304,C00003,-1
AR304,C00392,-1
AR304,C00004,1
AR304,C00080,1
AR304,C01452,1
AR305,C00003,-1
AR305,C00400,-1
AR305,C00004,1
AR305,C00080,1
AR305,C00843,1
AR306,C00003,-1
AR306,C00424,-1
AR306,C00004,1
AR306,C00080,1
AR306,C00546,1
AR307,C00003,-1
AR307,C00477,-1
AR307,C00004,1
AR307,C00080,1
AR307,C02513,1
AR308,C00003,-1
AR308,C00493,-1
AR308,C00004,1
AR308,C00080,1
AR308,C02652,1
AR309,C00003,-1
AR309,C00493,-1
AR309,C00004,1
AR309,C00080,1
AR309,C02637,1
AR310,C00003,-1
AR310,C00507,-1
AR310,C00004,1
AR310,C00080,1
AR310,C18028,1
AR311,C00003,-1
AR311,C00522,-1
AR311,C00004,1
AR311,C00080,1
AR311,C01053,1
AR312,C00003,-1
AR312,C00522,-1
AR312,C00004,1
AR312,C00080,1
AR312,C00966,1
AR313,C00003,-1
AR313,C00523,-1
AR313,C00004,1
AR313,C00080,1
AR313,C00674,1
AR314,C00003,-1
AR314,C00535,-1
AR314,C00004,1
AR314,C00080,1
AR314,C00280,1
AR315,C00003,-1
AR315,C00590,-1
AR315,C00004,1
AR315,C00080,1
AR315,C02666,1
AR316,C00003,-1
AR316,C00989,-1
AR316,C00004,1
AR316,C00080,1
AR316,C00232,1
AR317,C00003,-1
AR317,C01123,-1
AR317,C00004,1
AR317,C00080,1
AR317,C02289,1
AR318,C00003,-1
AR318,C01124,-1
AR318,C00004,1
AR318,C00080,1
AR318,C01780,1
AR319,C00003,-1
AR319,C01126,-1
AR319,C00004,1
AR319,C00080,1
AR319,C03461,1
AR320,C00003,-1
AR320,C01144,-1
AR320,C00004,1
AR320,C00080,1
AR320,C00332,1
AR321,C00003,-1
AR321,C01147,-1
AR321,C00004,1
AR321,C00080,1
AR321,C06105,1
AR322,C00003,-1
AR322,C01188,-1
AR322,C00004,1
AR322,C00080,1
AR322,C00349,1
AR323,C00003,-1
AR323,C00729,-1
AR323,C00004,1
AR323,C00080,1
AR323,C00783,1
AR324,C00003,-1
AR324,C00735,-1
AR324,C00004,1
AR324,C00080,1
AR324,C00762,1
AR325,C00003,-1
AR325,C00823,-1
AR325,C00004,1
AR325,C00080,1
AR325,C00517,1
AR326,C00003,-1
AR326,C01312,-1
AR326,C00004,1
AR326,C00080,1
AR326,C04835,1
AR327,C00003,-1
AR327,C00854,-1
AR327,C00004,1
AR327,C00080,1
AR327,C00414,1
AR328,C00003,-1
AR328,C00892,-1
AR328,C00004,1
AR328,C00080,1
AR328,C00891,1
AR329,C00003,-1
AR329,C01221,-1
AR329,C00004,1
AR329,C00080,1
AR329,C01138,1
AR330,C00003,-1
AR330,C01227,-1
AR330,C00004,1
AR330,C00080,1
AR330,C20252,1
AR331,C00003,-1
AR331,C01390,-1
AR331,C00004,1
AR331,C00080,1
AR331,C07330,1
AR332,C00003,-1
AR332,C00951,-1
AR332,C00004,1
AR332,C00080,1
AR332,C00468,1
AR333,C00003,-1
AR333,C00955,-1
AR333,C00004,1
AR333,C00080,1
AR333,C00637,1
AR334,C00003,-1
AR334,C00964,-1
AR334,C00004,1
AR334,C00080,1
AR334,C01767,1
AR335,C00003,-1
AR335,C00969,-1
AR335,C00004,1
AR335,C00080,1
AR335,C19440,1
AR336,C00003,-1
AR336,C01012,-1
AR336,C00004,1
AR336,C00080,1
AR336,C01125,1
AR337,C00003,-1
AR337,C01013,-1
AR337,C00004,1
AR337,C00080,1
AR337,C00222,1
AR338,C00003,-1
AR338,C01015,-1
AR338,C00004,1
AR338,C00080,1
AR338,C01877,1
AR339,C00003,-1
AR339,C01023,-1
AR339,C00004,1
AR339,C00080,1
AR339,C00413,1
AR340,C00003,-1
AR340,C01040,-1
AR340,C00004,1
AR340,C00080,1
AR340,C03289,1
AR341,C00003,-1
AR341,C01040,-1
AR341,C00004,1
AR341,C00080,1
AR341,C02670,1
AR342,C00003,-1
AR342,C01062,-1
AR342,C00004,1
AR342,C00080,1
AR342,C02780,1
AR343,C00003,-1
AR343,C01068,-1
AR343,C00004,1
AR343,C00080,1
AR343,C00199,1
AR344,C00003,-1
AR344,C01068,-1
AR344,C00004,1
AR344,C00080,1
AR344,C01112,1
AR345,C00003,-1
AR345,C01087,-1
AR345,C00004,1
AR345,C00026,1
AR345,C00080,1
AR346,C00003,-1
AR346,C01089,-1
AR346,C00004,1
AR346,C00080,1
AR346,C00164,1
AR347,C00003,-1
AR347,C01090,-1
AR347,C00004,1
AR347,C00080,1
AR347,C01986,1
AR348,C00003,-1
AR348,C01099,-1
AR348,C00004,1
AR348,C00080,1
AR348,C16848,1
AR349,C00003,-1
AR349,C01370,-1
AR349,C00004,1
AR349,C00080,1
AR349,C00538,1
AR350,C00003,-1
AR350,C01380,-1
AR350,C00004,1
AR350,C00080,1
AR350,C00266,1
AR351,C00003,-1
AR351,C01408,-1
AR351,C00004,1
AR351,C00080,1
AR351,C20226,1
AR352,C00003,-1
AR352,C01765,-1
AR352,C00004,1
AR352,C00080,1
AR352,C00808,1
AR353,C00003,-1
AR353,C02323,-1
AR353,C00004,1
AR353,C00080,1
AR353,C06202,1
AR354,C00003,-1
AR354,C02325,-1
AR354,C00004,1
AR354,C00080,1
AR354,C05610,1
AR355,C00003,-1
AR355,C02345,-1
AR355,C00004,1
AR355,C00080,1
AR355,C00766,1
AR356,C00003,-1
AR356,C02360,-1
AR356,C00004,1
AR356,C00080,1
AR356,C00322,1
AR357,C00003,-1
AR357,C01207,-1
AR357,C00004,1
AR357,C00080,1
AR357,C04045,1
AR358,C00003,-1
AR358,C01214,-1
AR358,C00004,1
AR358,C00080,1
AR358,C17576,1
AR359,C00003,-1
AR359,C01271,-1
AR359,C00004,1
AR359,C00080,1
AR359,C00685,1
AR360,C00003,-1
AR360,C01569,-1
AR360,C00004,1
AR360,C00080,1
AR360,C01488,1
AR361,C00003,-1
AR361,C01582,-1
AR361,C00004,1
AR361,C00080,1
AR361,C19679,1
AR362,C00003,-1
AR362,C01612,-1
AR362,C00004,1
AR362,C00080,1
AR362,C01450,1
AR363,C00003,-1
AR363,C01620,-1
AR363,C00004,1
AR363,C00080,1
AR363,C03064,1
AR364,C00003,-1
AR364,C01707,-1
AR364,C00004,1
AR364,C00080,1
AR364,C02391,1
AR365,C00003,-1
AR365,C01710,-1
AR365,C00004,1
AR365,C00080,1
AR365,C01504,1
AR366,C00003,-1
AR366,C01983,-1
AR366,C00004,1
AR366,C00080,1
AR366,C02137,1
AR367,C00003,-1
AR367,C02267,-1
AR367,C00004,1
AR367,C00080,1
AR367,C02957,1
AR368,C00003,-1
AR368,C02277,-1
AR368,C00004,1
AR368,C00080,1
AR368,C02278,1
AR369,C00003,-1
AR369,C01452,-1
AR369,C00004,1
AR369,C00080,1
AR369,C19679,1
AR370,C00003,-1
AR370,C01452,-1
AR370,C00004,1
AR370,C00080,1
AR370,C00273,1
AR371,C00003,-1
AR371,C03990,-1
AR371,C00004,1
AR371,C00080,1
AR371,C03070,1
AR372,C00003,-1
AR372,C04104,-1
AR372,C00004,1
AR372,C00080,1
AR372,C04237,1
AR373,C00003,-1
AR373,C01516,-1
AR373,C00004,1
AR373,C00080,1
AR373,C01735,1
AR374,C00003,-1
AR374,C01633,-1
AR374,C00004,1
AR374,C00080,1
AR374,C12307,1
AR375,C00003,-1
AR375,C01677,-1
AR375,C00004,1
AR375,C00080,1
AR375,C02243,1
AR376,C00003,-1
AR376,C01743,-1
AR376,C00004,1
AR376,C00080,1
AR376,C17583,1
AR377,C00003,-1
AR377,C01845,-1
AR377,C00004,1
AR377,C00080,1
AR377,C00207,1
AR378,C00003,-1
AR378,C01760,-1
AR378,C00004,1
AR378,C00080,1
AR378,C02533,1
AR379,C00003,-1
AR379,C01788,-1
AR379,C00004,1
AR379,C00080,1
AR379,C04297,1
AR380,C00003,-1
AR380,C01801,-1
AR380,C00004,1
AR380,C00080,1
AR380,C02674,1
AR381,C00003,-1
AR381,C02001,-1
AR381,C00004,1
AR381,C00080,1
AR381,C01471,1
AR382,C00003,-1
AR382,C02020,-1
AR382,C00004,1
AR382,C00080,1
AR382,C00557,1
AR383,C00003,-1
AR383,C02043,-1
AR383,C00004,1
AR383,C00080,1
AR383,C00331,1
AR384,C00003,-1
AR384,C02143,-1
AR384,C00004,1
AR384,C00080,1
AR384,C16581,1
AR385,C00003,-1
AR385,C02165,-1
AR385,C00004,1
AR385,C00080,1
AR385,C05949,1
AR386,C00003,-1
AR386,C02343,-1
AR386,C00004,1
AR386,C00080,1
AR386,C08301,1
AR387,C00003,-1
AR387,C02344,-1
AR387,C00004,1
AR387,C00080,1
AR387,C09859,1
AR388,C00003,-1
AR388,C02452,-1
AR388,C00004,1
AR388,C00080,1
AR388,C02576,1
AR389,C00003,-1
AR389,C02457,-1
AR389,C00004,1
AR389,C00080,1
AR389,C00969,1
AR390,C00003,-1
AR390,C02140,-1
AR390,C00004,1
AR390,C00080,1
AR390,C05490,1
AR391,C00003,-1
AR391,C02199,-1
AR391,C00004,1
AR391,C00080,1
AR391,C04089,1
AR392,C00003,-1
AR392,C02213,-1
AR392,C00004,1
AR392,C00080,1
AR392,C01868,1
AR393,C00003,-1
AR393,C02283,-1
AR393,C00004,1
AR393,C00080,1
AR393,C02943,1
AR394,C00003,-1
AR394,C02287,-1
AR394,C00004,1
AR394,C00080,1
AR394,C00830,1
AR395,C00003,-1
AR395,C03393,-1
AR395,C00004,1
AR395,C00080,1
AR395,C06054,1
AR396,C00003,-1
AR396,C03494,-1
AR396,C00004,1
AR396,C00080,1
AR396,C03394,1
AR397,C00003,-1
AR397,C03494,-1
AR397,C00004,1
AR397,C00080,1
AR397,C03604,1
AR398,C00003,-1
AR398,C03494,-1
AR398,C00004,1
AR398,C00080,1
AR398,C00279,1
AR399,C00003,-1
AR399,C03499,-1
AR399,C00004,1
AR399,C00080,1
AR399,C03500,1
AR400,C00003,-1
AR400,C02394,-1
AR400,C00004,1
AR400,C00080,1
AR400,C00903,1
AR401,C00003,-1
AR401,C02431,-1
AR401,C00004,1
AR401,C00080,1
AR401,C02991,1
AR402,C00003,-1
AR402,C02497,-1
AR402,C00004,1
AR402,C00080,1
AR402,C02648,1
AR403,C00003,-1
AR403,C03264,-1
AR403,C00004,1
AR403,C00080,1
AR403,C00233,1
AR404,C00003,-1
AR404,C03342,-1
AR404,C00004,1
AR404,C00080,1
AR404,C02780,1
AR405,C00003,-1
AR405,C03342,-1
AR405,C00004,1
AR405,C00080,1
AR405,C04575,1
AR406,C00003,-1
AR406,C04280,-1
AR406,C00004,1
AR406,C00080,1
AR406,C04673,1
AR407,C00003,-1
AR407,C02484,-1
AR407,C00004,1
AR407,C00080,1
AR407,C09893,1
AR408,C00003,-1
AR408,C02489,-1
AR408,C00004,1
AR408,C00080,1
AR408,C00161,1
AR409,C00003,-1
AR409,C02945,-1
AR409,C00004,1
AR409,C00080,1
AR409,C01876,1
AR410,C00003,-1
AR410,C02953,-1
AR410,C00004,1
AR410,C00080,1
AR410,C00835,1
AR411,C00003,-1
AR411,C02956,-1
AR411,C00004,1
AR411,C00080,1
AR411,C01881,1
AR412,C00003,-1
AR412,C02982,-1
AR412,C00004,1
AR412,C00080,1
AR412,C02117,1
AR413,C00003,-1
AR413,C05284,-1
AR413,C00004,1
AR413,C00080,1
AR413,C05285,1
AR414,C00003,-1
AR414,C02646,-1
AR414,C00004,1
AR414,C00080,1
AR414,C05608,1
AR415,C00003,-1
AR415,C02817,-1
AR415,C00004,1
AR415,C00080,1
AR415,C01792,1
AR416,C00003,-1
AR416,C02821,-1
AR416,C00004,1
AR416,C00080,1
AR416,C08173,1
AR417,C00003,-1
AR417,C02773,-1
AR417,C00004,1
AR417,C00080,1
AR417,C02446,1
AR418,C00003,-1
AR418,C02774,-1
AR418,C00004,1
AR418,C00080,1
AR418,C02217,1
AR419,C00003,-1
AR419,C02779,-1
AR419,C00004,1
AR419,C00080,1
AR419,C06440,1
AR420,C00003,-1
AR420,C02782,-1
AR420,C00004,1
AR420,C00080,1
AR420,C03926,1
AR421,C00003,-1
AR421,C02782,-1
AR421,C00004,1
AR421,C00080,1
AR421,C16737,1
AR422,C00003,-1
AR422,C02782,-1
AR422,C00004,1
AR422,C00080,1
AR422,C06892,1
AR423,C00003,-1
AR423,C02804,-1
AR423,C00004,1
AR423,C00080,1
AR423,C03273,1
AR424,C00003,-1
AR424,C03039,-1
AR424,C00004,1
AR424,C00080,1
AR424,C09885,1
AR425,C00003,-1
AR425,C03042,-1
AR425,C00004,1
AR425,C00080,1
AR425,C00869,1
AR426,C00003,-1
AR426,C03046,-1
AR426,C00004,1
AR426,C00080,1
AR426,C01769,1
AR427,C00003,-1
AR427,C03051,-1
AR427,C00004,1
AR427,C00080,1
AR427,C03917,1
AR428,C00003,-1
AR428,C03051,-1
AR428,C00004,1
AR428,C00080,1
AR428,C00523,1
AR429,C00003,-1
AR429,C03058,-1
AR429,C00004,1
AR429,C00080,1
AR429,C20447,1
AR430,C00003,-1
AR430,C08536,-1
AR430,C00004,1
AR430,C00080,1
AR430,C12178,1
AR431,C00003,-1
AR431,C09225,-1
AR431,C00004,1
AR431,C00080,1
AR431,C09224,1
AR432,C00003,-1
AR432,C04191,-1
AR432,C00004,1
AR432,C00080,1
AR432,C03731,1
AR433,C00003,-1
AR433,C04244,-1
AR433,C00004,1
AR433,C00080,1
AR433,C03684,1
AR434,C00003,-1
AR434,C04300,-1
AR434,C00004,1
AR434,C00080,1
AR434,C11133,1
AR435,C00003,-1
AR435,C03088,-1
AR435,C00004,1
AR435,C00080,1
AR435,C17206,1
AR436,C00003,-1
AR436,C03092,-1
AR436,C00004,1
AR436,C00080,1
AR436,C00848,1
AR437,C00003,-1
AR437,C03146,-1
AR437,C00004,1
AR437,C00080,1
AR437,C03948,1
AR438,C00003,-1
AR438,C03228,-1
AR438,C00004,1
AR438,C00080,1
AR438,C01066,1
AR439,C00003,-1
AR439,C03289,-1
AR439,C00004,1
AR439,C00080,1
AR439,C05422,1
AR440,C00003,-1
AR440,C08805,-1
AR440,C00004,1
AR440,C00080,1
AR440,C08794,1
AR441,C00003,-1
AR441,C09804,-1
AR441,C00004,1
AR441,C00080,1
AR441,C09791,1
AR442,C00003,-1
AR442,C03187,-1
AR442,C00004,1
AR442,C00080,1
AR442,C11908,1
AR443,C00003,-1
AR443,C03187,-1
AR443,C00004,1
AR443,C00080,1
AR443,C00688,1
AR444,C00003,-1
AR444,C03194,-1
AR444,C00004,1
AR444,C00080,1
AR444,C01888,1
AR445,C00003,-1
AR445,C03198,-1
AR445,C00004,1
AR445,C00080,1
AR445,C03590,1
AR446,C00003,-1
AR446,C03269,-1
AR446,C00004,1
AR446,C00080,1
AR446,C03387,1
AR447,C00003,-1
AR447,C03351,-1
AR447,C00004,1
AR447,C00080,1
AR447,C03067,1
AR448,C00003,-1
AR448,C03365,-1
AR448,C00004,1
AR448,C00080,1
AR448,C01295,1
AR449,C00003,-1
AR449,C03448,-1
AR449,C00004,1
AR449,C00080,1
AR449,C03037,1
AR450,C00003,-1
AR450,C03589,-1
AR450,C00004,1
AR450,C00080,1
AR450,C02132,1
AR451,C00003,-1
AR451,C03817,-1
AR451,C00004,1
AR451,C00080,1
AR451,C03277,1
AR452,C00003,-1
AR452,C03827,-1
AR452,C00004,1
AR452,C00080,1
AR452,C20781,1
AR453,C00003,-1
AR453,C03834,-1
AR453,C00004,1
AR453,C00080,1
AR453,C01656,1
AR454,C00003,-1
AR454,C03836,-1
AR454,C00004,1
AR454,C00080,1
AR454,C01034,1
AR455,C00003,-1
AR455,C03843,-1
AR455,C00004,1
AR455,C00080,1
AR455,C02952,1
AR456,C00003,-1
AR456,C03894,-1
AR456,C00004,1
AR456,C00080,1
AR456,C03505,1
AR457,C00003,-1
AR457,C03917,-1
AR457,C00004,1
AR457,C00080,1
AR457,C00674,1
AR458,C00003,-1
AR458,C03968,-1
AR458,C00004,1
AR458,C00080,1
AR458,C03715,1
AR459,C00003,-1
AR459,C03648,-1
AR459,C00004,1
AR459,C00080,1
AR459,C00974,1
AR460,C00003,-1
AR460,C03658,-1
AR460,C00004,1
AR460,C00080,1
AR460,C01885,1
AR461,C00003,-1
AR461,C03667,-1
AR461,C00004,1
AR461,C00080,1
AR461,C00538,1
AR462,C00003,-1
AR462,C03672,-1
AR462,C00004,1
AR462,C00080,1
AR462,C01179,1
AR463,C00003,-1
AR463,C03739,-1
AR463,C00004,1
AR463,C00080,1
AR463,C01147,1
AR464,C00003,-1
AR464,C03864,-1
AR464,C00004,1
AR464,C00080,1
AR464,C02975,1
AR465,C00003,-1
AR465,C04036,-1
AR465,C00004,1
AR465,C00080,1
AR465,C01192,1
AR466,C00003,-1
AR466,C04039,-1
AR466,C00004,1
AR466,C00080,1
AR466,C04181,1
AR467,C00003,-1
AR467,C04042,-1
AR467,C00004,1
AR467,C00080,1
AR467,C00410,1
AR468,C00003,-1
AR468,C04295,-1
AR468,C00004,1
AR468,C00080,1
AR468,C01227,1
AR469,C00003,-1
AR469,C05576,-1
AR469,C00004,1
AR469,C00080,1
AR469,C05577,1
AR470,C00003,-1
AR470,C05594,-1
AR470,C00004,1
AR470,C00080,1
AR470,C05583,1
AR471,C00003,-1
AR471,C05607,-1
AR471,C00004,1
AR471,C00080,1
AR471,C00166,1
AR472,C00003,-1
AR472,C05963,-1
AR472,C00004,1
AR472,C00080,1
AR472,C05964,1
AR473,C00003,-1
AR473,C05979,-1
AR473,C00004,1
AR473,C00080,1
AR473,C00479,1
AR474,C00003,-1
AR474,C05984,-1
AR474,C00004,1
AR474,C00080,1
AR474,C00109,1
AR475,C00003,-1
AR475,C05986,-1
AR475,C00004,1
AR475,C00080,1
AR475,C05985,1
AR476,C00003,-1
AR476,C04618,-1
AR476,C00004,1
AR476,C00080,1
AR476,C05744,1
AR477,C00003,-1
AR477,C04619,-1
AR477,C00004,1
AR477,C00080,1
AR477,C05753,1
AR478,C00003,-1
AR478,C04620,-1
AR478,C00004,1
AR478,C00080,1
AR478,C05750,1
AR479,C00003,-1
AR479,C04633,-1
AR479,C00004,1
AR479,C00080,1
AR479,C05762,1
AR480,C00003,-1
AR480,C04367,-1
AR480,C00004,1
AR480,C00080,1
AR480,C01244,1
AR481,C00003,-1
AR481,C04561,-1
AR481,C00004,1
AR481,C00080,1
AR481,C04000,1
AR482,C00003,-1
AR482,C04573,-1
AR482,C00004,1
AR482,C00080,1
AR482,C20395,1
AR483,C00003,-1
AR483,C05295,-1
AR483,C00004,1
AR483,C00080,1
AR483,C05297,1
AR484,C00003,-1
AR484,C05375,-1
AR484,C00004,1
AR484,C00080,1
AR484,C03671,1
AR485,C00003,-1
AR485,C05399,-1
AR485,C00004,1
AR485,C00080,1
AR485,C19634,1
AR486,C00003,-1
AR486,C04433,-1
AR486,C00004,1
AR486,C00080,1
AR486,C20221,1
AR487,C00003,-1
AR487,C04518,-1
AR487,C00004,1
AR487,C00080,1
AR487,C01176,1
AR488,C00003,-1
AR488,C04404,-1
AR488,C00004,1
AR488,C00080,1
AR488,C03767,1
AR489,C00003,-1
AR489,C04405,-1
AR489,C00004,1
AR489,C00080,1
AR489,C03344,1
AR490,C00003,-1
AR490,C04411,-1
AR490,C00004,1
AR490,C00080,1
AR490,C04236,1
AR491,C00003,-1
AR491,C04687,-1
AR491,C00004,1
AR491,C00080,1
AR491,C04670,1
AR492,C00003,-1
AR492,C04688,-1
AR492,C00004,1
AR492,C00080,1
AR492,C05759,1
AR493,C00003,-1
AR493,C04586,-1
AR493,C00004,1
AR493,C00080,1
AR493,C04067,1
AR494,C00003,-1
AR494,C12205,-1
AR494,C00004,1
AR494,C00080,1
AR494,C12204,1
AR495,C00003,-1
AR495,C12206,-1
AR495,C00004,1
AR495,C00080,1
AR495,C10945,1
AR496,C00003,-1
AR496,C04741,-1
AR496,C00004,1
AR496,C00080,1
AR496,C04654,1
AR497,C00003,-1
AR497,C04742,-1
AR497,C00004,1
AR497,C00080,1
AR497,C04577,1
AR498,C00003,-1
AR498,C04814,-1
AR498,C00004,1
AR498,C00080,1
AR498,C11509,1
AR499,C00003,-1
AR499,C04875,-1
AR499,C00004,1
AR499,C00080,1
AR499,C04883,1
AR500,C00003,-1
AR500,C04805,-1
AR500,C00004,1
AR500,C00080,1
AR500,C14732,1
AR501,C00003,-1
AR501,C05111,-1
AR501,C00004,1
AR501,C00080,1
AR501,C04453,1
AR502,C00003,-1
AR502,C05235,-1
AR502,C00004,1
AR502,C00080,1
AR502,C00546,1
AR503,C00003,-1
AR503,C05258,-1
AR503,C00004,1
AR503,C00080,1
AR503,C05259,1
AR504,C00003,-1
AR504,C05260,-1
AR504,C00004,1
AR504,C00080,1
AR504,C05261,1
AR505,C00003,-1
AR505,C05262,-1
AR505,C00004,1
AR505,C00080,1
AR505,C05263,1
AR506,C00003,-1
AR506,C05123,-1
AR506,C00004,1
AR506,C00080,1
AR506,C00593,1
AR507,C00003,-1
AR507,C05136,-1
AR507,C00004,1
AR507,C00080,1
AR507,C20612,1
AR508,C00003,-1
AR508,C05141,-1
AR508,C00004,1
AR508,C00080,1
AR508,C05300,1
AR509,C00003,-1
AR509,C05141,-1
AR509,C00004,1
AR509,C00080,1
AR509,C14383,1
AR510,C00003,-1
AR510,C05102,-1
AR510,C00004,1
AR510,C00080,1
AR510,C00972,1
AR511,C00003,-1
AR511,C05103,-1
AR511,C00004,1
AR511,C00080,1
AR511,C15816,1
AR512,C00003,-1
AR512,C05220,-1
AR512,C00004,1
AR512,C00080,1
AR512,C05179,1
AR513,C00003,-1
AR513,C05266,-1
AR513,C00004,1
AR513,C00080,1
AR513,C05267,1
AR514,C00003,-1
AR514,C05268,-1
AR514,C00004,1
AR514,C00080,1
AR514,C05269,1
AR515,C00003,-1
AR515,C05470,-1
AR515,C00004,1
AR515,C00080,1
AR515,C03588,1
AR516,C00003,-1
AR516,C05471,-1
AR516,C00004,1
AR516,C00080,1
AR516,C03588,1
AR517,C00003,-1
AR517,C05472,-1
AR517,C00004,1
AR517,C00080,1
AR517,C05470,1
AR518,C00003,-1
AR518,C05472,-1
AR518,C00004,1
AR518,C00080,1
AR518,C05471,1
AR519,C00003,-1
AR519,C05474,-1
AR519,C00004,1
AR519,C00080,1
AR519,C05473,1
AR520,C00003,-1
AR520,C05475,-1
AR520,C00004,1
AR520,C00080,1
AR520,C05477,1
AR521,C00003,-1
AR521,C05264,-1
AR521,C00004,1
AR521,C00080,1
AR521,C05265,1
AR522,C00003,-1
AR522,C05823,-1
AR522,C00004,1
AR522,C00080,1
AR522,C00957,1
AR523,C00003,-1
AR523,C06174,-1
AR523,C00004,1
AR523,C00080,1
AR523,C06171,1
AR524,C00003,-1
AR524,C05444,-1
AR524,C00004,1
AR524,C00080,1
AR524,C05445,1
AR525,C00003,-1
AR525,C05446,-1
AR525,C00004,1
AR525,C00080,1
AR525,C01301,1
AR526,C00003,-1
AR526,C05448,-1
AR526,C00004,1
AR526,C00080,1
AR526,C05449,1
AR527,C00003,-1
AR527,C05450,-1
AR527,C00004,1
AR527,C00080,1
AR527,C05467,1
AR528,C00003,-1
AR528,C05476,-1
AR528,C00004,1
AR528,C00080,1
AR528,C05475,1
AR529,C00003,-1
AR529,C05476,-1
AR529,C00004,1
AR529,C00080,1
AR529,C05478,1
AR530,C00003,-1
AR530,C05478,-1
AR530,C00004,1
AR530,C00080,1
AR530,C05477,1
AR531,C00003,-1
AR531,C05480,-1
AR531,C00004,1
AR531,C00080,1
AR531,C03681,1
AR532,C00003,-1
AR532,C05481,-1
AR532,C00004,1
AR532,C00080,1
AR532,C05470,1
AR533,C00003,-1
AR533,C05482,-1
AR533,C00004,1
AR533,C00080,1
AR533,C05481,1
AR534,C00003,-1
AR534,C05482,-1
AR534,C00004,1
AR534,C00080,1
AR534,C05472,1
AR535,C00003,-1
AR535,C05483,-1
AR535,C00004,1
AR535,C00080,1
AR535,C05478,1
AR536,C00003,-1
AR536,C05484,-1
AR536,C00004,1
AR536,C00080,1
AR536,C05480,1
AR537,C00003,-1
AR537,C05484,-1
AR537,C00004,1
AR537,C00080,1
