rn,delta_G,delta_G_error
AR18402,-118.167,0.548783
AR18403,-110.917,0.19833599999999998
AR18404,-79.8667,0.290985
AR18406,-101.197,0.583529
AR18408,-124.12700000000001,0.521196
AR18409,-124.12700000000001,0.62562
AR18410,-121.417,0.406615
AR18415,-124.12700000000001,0.6438229999999999
AR18418,-124.12700000000001,0.6304350000000001
AR18426,-118.167,0.46282799999999996
AR18427,-118.167,0.46282799999999996
AR18428,-110.917,0.617061
AR18430,-112.45700000000001,0.660446
AR18432,-121.417,0.377309
AR18433,-102.367,0.6506930000000001
AR18434,-118.167,0.657239
AR18435,-118.167,0.635945
AR18436,-112.45700000000001,0.662276
AR18437,-112.45700000000001,0.598092
AR18439,-118.167,0.66404
AR18440,-124.12700000000001,0.664719
AR18441,-110.917,0.8459700000000001
AR18444,-110.917,1.31666
AR18445,-110.917,0.8044680000000001
AR18446,-112.45700000000001,0.660561
AR18449,-118.167,0.6284
AR18450,-110.917,0.9240229999999999
AR18451,-112.45700000000001,0.664419
AR18452,-110.917,0.938124
AR18453,-112.45700000000001,0.664473
AR18454,-118.167,0.635249
AR18456,-124.12700000000001,0.6438229999999999
AR18459,-110.917,0.492749
AR18460,-112.45700000000001,0.658342
AR18461,-121.417,0.150501
AR18462,-104.227,0.132838
AR18463,-100.54700000000001,0.495158
AR18464,-124.12700000000001,0.656501
AR18470,-110.82700000000001,0.633532
AR18471,-118.167,0.6329020000000001
AR18472,-118.167,0.6381180000000001
AR18473,-112.45700000000001,0.6536
AR18474,-118.167,0.5204439999999999
AR18475,-118.167,0.5204439999999999
AR18476,-118.167,0.5204439999999999
AR18478,-118.167,0.5151220000000001
AR18479,-124.12700000000001,0.674913
AR18480,-124.12700000000001,0.674913
AR18482,-110.917,0.34022800000000003
AR18483,-121.417,0.577503
AR18485,-118.167,0.5151220000000001
AR18486,-112.45700000000001,0.6237729999999999
AR18487,-118.167,0.664942
AR18488,-118.167,0.479391
AR18489,-118.167,0.479391
AR18490,-118.167,0.45652
AR18491,-118.167,0.45652
AR18492,-112.45700000000001,0.663235
AR18493,-118.167,0.654184
AR18494,-110.917,0.903191
AR18495,-121.417,0.348183
AR18497,-112.45700000000001,0.659219
AR18500,-121.417,0.572808
AR18501,-112.45700000000001,0.663119
AR18502,-110.917,0.340525
AR18503,-110.917,0.340817
AR18504,-112.45700000000001,0.657756
AR18505,-110.917,0.9443860000000001
AR18506,-118.167,0.660272
AR18508,-110.917,0.342539
AR18511,-110.917,0.341225
AR18512,-110.917,0.33848
AR18513,-112.45700000000001,0.663412
AR18515,-112.45700000000001,0.661335
AR18516,-111.09100000000001,0.680958
AR18517,-110.917,0.444271
AR18518,-110.917,0.446499
AR18519,-110.917,1.41093
AR18520,-121.417,1.13269
AR18521,-118.167,0.628414
AR18523,-112.45700000000001,0.575074
AR18524,-102.367,0.681636
AR18525,-120.777,0.8507879999999999
AR18526,-103.56700000000001,0.306062
AR18527,-118.167,0.654518
AR18528,-112.45700000000001,0.5781229999999999
AR18530,-121.417,1.02375
AR18531,-121.417,1.2426
AR18532,-118.167,0.6411979999999999
AR18536,-110.917,1.04799
AR18538,-103.56700000000001,0.671248
AR18539,-110.917,1.50072
AR18540,-110.917,0.987562
AR18541,-110.82700000000001,0.62332
AR18542,-118.167,0.6554989999999999
AR18543,-110.917,0.405383
AR18544,-110.917,0.41085
AR18545,-121.417,0.91548
AR18546,-110.917,0.405944
AR18547,-102.367,0.669779
AR18548,-118.167,0.661806
AR18549,-102.367,0.673194
AR18550,-118.167,0.612816
AR18551,-110.917,0.400463
AR18552,-121.417,0.9703809999999999
AR18553,-110.917,0.405355
AR18556,-115.417,1.26991
AR18557,-89.2667,0.500096
AR18558,-123.027,0.634618
AR18559,-102.367,0.680876
AR18560,-103.56700000000001,0.5324270000000001
AR18561,-102.367,0.551453
AR18562,-120.697,0.430621
AR18579,-123.15700000000001,0.5782470000000001
AR18591,-103.56700000000001,0.542429
AR18592,-103.56700000000001,0.34938800000000003
AR18593,-118.167,0.671362
AR18594,-121.417,1.1953
AR18595,-121.417,1.1953
AR18596,-121.417,1.22282
AR18597,-121.417,1.1182
AR18598,-121.417,1.12978
AR18599,-118.167,0.656362
AR18600,-112.45700000000001,0.652829
AR18601,-118.167,0.647688
AR18602,-121.417,0.8438209999999999
AR18603,-121.417,1.58555
AR18604,-107.667,0.591124
AR18605,-107.667,0.568775
AR18606,-110.917,0.9229870000000001
AR18607,-110.447,1.19824
AR18608,-124.12700000000001,0.635742
AR18611,-123.23700000000001,0.5931810000000001
AR18612,-119.57700000000001,0.605478
AR18613,-123.23700000000001,0.605092
AR18614,-119.57700000000001,0.615433
AR18615,-111.257,0.46486000000000005
AR18616,-101.197,0.398983
AR18618,-110.447,1.9366700000000001
AR18620,-118.167,0.500223
AR18621,-123.027,0.32862600000000003
AR18622,-123.027,0.404727
AR18623,-102.367,0.676048
AR18624,-118.167,0.653522
AR18625,-118.167,0.45825600000000005
AR18629,-112.45700000000001,0.5348109999999999
AR18630,-121.417,0.809228
AR18631,-121.417,0.785075
AR18632,-107.667,0.5974970000000001
AR18633,-110.917,0.887545
AR18634,-119.57700000000001,0.536591
AR18636,-121.417,0.940846
AR18637,-121.417,0.98916
AR18638,-110.917,0.448974
AR18639,-103.56700000000001,0.65356
AR18640,-121.417,0.79552
AR18641,-100.54700000000001,1.00801
AR18642,-121.417,0.643683
AR18643,-121.417,1.17032
AR18644,-121.417,0.530721
AR18646,-121.417,0.82837
AR18647,-107.667,0.5996020000000001
AR18652,-118.167,0.6582140000000001
AR18653,-118.167,0.5581699999999999
AR18654,-112.45700000000001,0.671384
AR18655,-118.167,0.6582140000000001
AR18656,-121.417,0.97152
AR18657,-121.417,0.523726
AR18658,-118.167,0.66452
AR18659,-118.167,0.633606
AR18660,-118.167,0.431167
AR18662,-110.917,0.639965
AR18663,-103.56700000000001,0.37440500000000004
AR18664,-122.31700000000001,0.593381
AR18665,-120.12700000000001,0.584539
AR18666,-118.167,0.673689
AR18667,-121.417,0.47229399999999994
AR18670,-121.417,0.814674
AR18671,-118.167,0.569852
AR18672,-118.167,0.5178590000000001
AR18673,-112.45700000000001,0.638547
AR18674,-110.917,0.389187
AR18675,-118.167,0.612067
AR18676,-112.45700000000001,0.672759
AR18677,-118.167,0.653335
AR18678,-110.917,0.262621
AR18679,-121.417,1.46894
AR18680,-118.167,0.55733
AR18681,-118.167,0.55733
AR18682,-110.917,0.635948
AR18683,-112.45700000000001,0.672759
AR18684,-121.417,0.585842
AR18686,-103.56700000000001,0.601313
AR18687,-110.917,0.657729
AR18688,-110.917,1.40457
AR18689,-110.917,0.764025
AR18690,-110.917,0.764025
AR18691,-121.417,0.761379
AR18692,-109.20700000000001,0.703393
AR18693,-121.417,0.913848
AR18694,-118.167,0.581807
AR18695,-118.167,0.595355
AR18696,-118.167,0.5791689999999999
AR18697,-121.417,1.2484899999999999
AR18698,-118.167,0.509353
AR18699,-121.417,0.8765120000000001
AR18700,-112.45700000000001,0.664912
AR18701,-120.697,1.00629
AR18702,-120.697,1.16039
AR18703,-118.167,0.639742
AR18704,-121.417,1.21225
AR18705,-121.417,0.726338
AR18706,-121.417,0.959253
AR18707,-118.167,0.662718
AR18708,-118.167,0.677477
AR18709,-110.917,0.973808
AR18710,-118.167,0.631684
AR18711,-121.417,0.9382870000000001
AR18712,-121.417,1.00157
AR18713,-110.917,0.796978
AR18714,-118.167,0.5889850000000001
AR18715,-118.167,0.5889850000000001
AR18716,-118.167,0.6087130000000001
AR18722,-118.167,0.66738
AR18723,-118.167,0.654337
AR18724,-118.167,0.682738
AR18725,-110.917,0.787442
AR18726,-118.167,0.654337
AR18727,-122.23700000000001,0.599901
AR18728,-110.917,1.16915
AR18729,-110.917,0.179723
AR18730,-112.45700000000001,0.669157
AR18731,-118.167,0.6254109999999999
AR18732,-118.167,0.677909
AR18733,-118.167,0.629391
AR18735,-111.257,0.52371
AR18736,-111.257,0.513993
AR18738,-118.167,0.572819
AR18739,-118.167,0.6422359999999999
AR18740,-118.167,0.651686
AR18741,-118.167,0.651686
AR18751,-104.01700000000001,0.73555
AR18755,-121.417,0.16894
AR18756,-110.917,0.17816600000000002
AR18757,-110.917,0.9136219999999999
AR18763,-120.697,0.31690999999999997
AR18764,-120.697,0.181759
AR18766,-120.12700000000001,0.655421
AR18767,-102.367,0.6216189999999999
AR18768,-121.417,0.794379
AR18769,-111.09100000000001,0.713544
AR18770,-121.32700000000001,0.642414
AR18771,-107.667,0.629713
AR18772,-118.167,0.594735
AR18773,-103.56700000000001,0.737173
AR18774,-124.12700000000001,0.664719
AR18777,-107.667,0.6457510000000001
AR18778,-121.417,0.511999
AR18779,-121.417,0.33579200000000003
AR18782,-107.667,0.648054
AR18783,-107.667,0.648416
AR18786,-110.917,0.6880310000000001
AR18787,-121.417,0.328191
AR18790,-118.167,0.6288520000000001
AR18793,-124.12700000000001,0.637533
AR18794,-124.12700000000001,0.671191
AR18795,-124.12700000000001,0.630441
AR18796,-118.167,0.593653
AR18797,-124.12700000000001,0.551477
AR18798,-110.82700000000001,0.512355
AR18802,-121.417,0.7700130000000001
AR18803,-110.917,0.24352
AR18808,-118.167,0.593653
AR18811,-110.917,0.330999
AR18816,-110.917,0.372823
AR18817,-110.917,0.9985149999999999
AR18818,-110.917,1.02718
AR18819,-107.667,0.5183939999999999
AR18820,-108.007,0.5298149999999999
AR18828,-124.12700000000001,0.521196
AR18829,-110.917,1.74822
AR18830,-111.257,0.248522
AR18831,-124.12700000000001,0.671525
AR18834,-103.56700000000001,0.41156499999999996
AR18835,-123.027,0.587245
AR18837,-119.57700000000001,0.6228060000000001
AR18838,-123.027,0.3706
AR18839,-110.917,0.162617
AR18841,-118.167,0.671794
AR18842,-112.45700000000001,0.526551
AR18843,-123.027,0.5865319999999999
AR18844,-123.027,0.28012600000000004
AR18845,-123.027,0.553784
AR18850,-121.417,0.562825
AR18851,-121.417,0.573037
AR18852,-121.417,0.20616900000000002
AR18853,-118.167,0.5356810000000001
AR18854,-121.417,0.864284
AR18855,-123.027,0.5739270000000001
AR18856,-102.367,0.661125
AR18858,-110.917,1.42749
AR18859,-110.917,0.931494
AR18860,-110.917,2.17433
AR18862,-118.167,0.6392770000000001
AR18863,-112.45700000000001,0.6680560000000001
AR18868,-118.167,0.6552180000000001
AR18869,-110.917,0.580639
AR18870,-118.167,0.636758
AR18872,-112.45700000000001,0.616553
AR18873,-120.777,0.15287
AR18874,-59.9667,0.5982569999999999
AR18875,-59.9667,0.5499930000000001
AR18876,-112.45700000000001,0.641471
AR18877,-112.45700000000001,0.6461439999999999
AR18878,-112.45700000000001,0.6446729999999999
AR18879,-119.57700000000001,0.638358
AR18880,-110.917,0.872353
AR18881,-110.917,0.358299
AR18882,-110.917,0.349273
AR18883,-110.917,0.185911
AR18884,-117.95700000000001,0.634976
AR18885,-119.57700000000001,0.664983
AR18886,-110.917,1.1661299999999999
AR18887,-103.56700000000001,0.922466
AR18889,-118.167,0.665148
AR18890,-120.777,0.37362
AR18893,-100.54700000000001,0.944159
AR18894,-112.45700000000001,0.615116
AR18896,-110.917,0.90954
AR18905,-112.45700000000001,0.672672
AR18906,-112.45700000000001,0.676005
AR18908,-118.167,0.638145
AR18909,-122.947,0.689122
AR18910,-123.027,0.351669
AR18913,-124.12700000000001,0.6320899999999999
AR18914,-107.667,0.588687
AR18915,-107.667,0.6224149999999999
AR18916,-107.667,0.5763689999999999
AR18917,-112.45700000000001,0.672181
AR18919,-124.12700000000001,0.651579
AR18920,-124.12700000000001,0.640638
AR18921,-115.757,0.578246
AR18922,-118.557,1.2372299999999998
AR18924,-121.417,0.724751
AR18925,-121.417,0.870885
AR18926,-107.667,0.628558
AR18927,-110.917,0.366694
AR18928,-118.167,0.645588
AR18929,-110.917,0.375131
AR18930,-118.167,0.6411979999999999
AR18931,-110.917,0.37064600000000003
AR18932,-110.917,0.624891
AR18934,-122.31700000000001,0.49605200000000005
AR18935,-120.12700000000001,0.471991
AR18936,-123.027,0.36325999999999997
AR18937,-124.351,0.9081950000000001
AR18938,-121.417,1.43032
AR18939,-121.417,1.4793
AR18940,-122.037,0.908734
AR18941,-112.45700000000001,0.634392
AR18942,-118.167,0.597679
AR18943,-118.167,0.597679
AR18944,-103.56700000000001,0.65167
AR18945,-123.15700000000001,0.43669300000000005
AR18946,-124.12700000000001,0.650424
AR18947,-110.917,1.18702
AR18948,-123.027,0.413283
AR18949,-119.57700000000001,0.6086090000000001
AR18950,-123.23700000000001,0.624967
AR18951,-110.917,0.20413800000000001
AR18952,-110.82700000000001,0.577032
AR18953,-118.167,0.657239
AR18955,-103.56700000000001,0.256305
AR18956,-117.01700000000001,0.539706
AR18957,-118.167,0.627816
AR18958,-123.15700000000001,0.620873
AR18959,-118.167,0.607152
AR18960,-121.417,1.08714
AR18961,-118.167,0.6023890000000001
AR18962,-118.167,0.664395
AR18963,-118.167,0.6562979999999999
AR18964,-119.57700000000001,0.611965
AR18965,-95.9967,4.9192800000000005
AR18966,-102.367,0.6658270000000001
AR18967,-104.227,0.435583
AR18968,-123.15700000000001,0.6087819999999999
AR18969,-118.167,0.657239
AR18970,-120.12700000000001,0.280183
AR18971,-121.417,0.574125
AR18974,-121.417,1.12699
AR18975,-102.367,0.693397
AR18976,-124.12700000000001,0.639005
AR18977,-122.587,0.878223
AR18978,-121.117,0.878223
AR18979,-123.23700000000001,0.560938
AR18980,-119.57700000000001,0.579318
AR18983,-123.23700000000001,0.6468430000000001
AR18984,-119.57700000000001,0.6376569999999999
AR18985,-123.23700000000001,0.584001
AR18986,-119.57700000000001,0.54881
AR18987,-109.031,0.641918
AR18988,-109.82700000000001,0.41209700000000005
AR18990,-119.477,1.2697399999999999
AR18991,-103.56700000000001,0.852924
AR18992,-121.117,0.8548540000000001
AR18993,-112.45700000000001,0.574507
AR18994,-123.23700000000001,0.483645
AR18995,-116.837,0.714004
AR18998,-119.57700000000001,0.637037
AR18999,-107.667,0.646039
AR19000,-118.167,0.6571020000000001
AR19001,-118.167,0.6601670000000001
AR19002,-120.12700000000001,0.529675
AR19003,-124.12700000000001,0.650854
AR19004,-119.57700000000001,0.585962
AR19006,-119.57700000000001,0.574347
AR19007,-123.23700000000001,0.68172
AR19008,-123.027,0.615069
AR19009,-107.667,0.6376029999999999
AR19011,-104.227,0.846088
AR19012,-102.367,0.6658270000000001
AR19013,-125.087,0.612471
AR19014,-102.367,0.657718
AR19015,-127.587,0.678375
AR19016,-102.367,0.649349
AR19017,-124.12700000000001,0.627462
AR19018,-123.23700000000001,0.5812510000000001
AR19019,-119.57700000000001,0.544281
AR19020,-104.227,0.9160299999999999
AR19021,-110.23100000000001,0.9156920000000001
AR19022,-102.367,0.68269
AR19023,-123.23700000000001,0.6071949999999999
AR19024,-119.57700000000001,0.5839300000000001
AR19025,-108.691,0.6095119999999999
AR19027,-118.167,0.527461
AR19028,-102.367,0.68269
AR19029,-102.367,0.68269
AR19030,-124.777,0.678375
AR19031,-103.56700000000001,0.294128
AR19032,-119.57700000000001,0.6296350000000001
AR19034,-123.027,0.5378310000000001
AR19035,-112.45700000000001,0.503688
AR19036,-102.367,0.670098
AR19037,-123.027,0.623991
AR19038,-119.57700000000001,0.5807220000000001
AR19039,-102.367,0.64472
AR19040,-110.917,0.351702
AR19041,-110.917,0.25014000000000003
AR19043,-104.227,0.484353
AR19044,-123.15700000000001,0.618468
AR19045,-118.167,0.651686
AR19046,-123.23700000000001,0.544453
AR19047,-119.57700000000001,0.566561
AR19048,-123.027,0.592676
AR19049,-102.367,0.6658270000000001
AR19054,-104.227,0.147792
AR19055,-102.367,0.532862
AR19056,-120.12700000000001,0.638827
AR19058,-110.917,1.09091
AR19059,-123.23700000000001,0.649516
AR19060,-119.57700000000001,0.6411439999999999
AR19062,-119.917,0.62261
AR19063,-120.287,0.62261
AR19064,-108.93700000000001,0.49201000000000006
AR19065,-118.167,0.6582140000000001
AR19066,-123.027,0.59977
AR19067,-123.23700000000001,0.652674
AR19068,-123.23700000000001,0.5783189999999999
AR19069,-119.57700000000001,0.593255
AR19070,-104.227,1.0705799999999999
AR19071,-103.56700000000001,0.384897
AR19072,-123.23700000000001,0.662054
AR19073,-119.57700000000001,0.657388
AR19077,-120.12700000000001,0.655067
AR19078,-123.027,0.32862600000000003
AR19079,-123.027,0.317236
AR19080,-102.367,0.635877
AR19081,-124.12700000000001,0.620888
AR19082,-118.167,0.541928
AR19083,-118.167,0.663157
AR19084,-118.167,0.6179140000000001
AR19087,-120.12700000000001,0.518811
AR19088,-123.15700000000001,0.5341239999999999
AR19091,-119.477,0.935103
AR19092,-104.227,0.39958499999999997
AR19093,-123.027,0.399493
AR19095,-102.367,0.649349
AR19096,-124.12700000000001,0.627462
AR19097,-123.027,0.590911
AR19098,-118.167,0.640115
AR19099,-121.667,0.719449
AR19101,-121.417,0.79552
AR19102,-102.367,0.6475609999999999
AR19103,-121.417,1.1651799999999999
AR19104,-102.367,0.5758800000000001
AR19105,-119.477,1.0732700000000002
AR19106,-104.227,0.435583
AR19107,-87.7967,0.352298
AR19108,-123.027,0.597808
AR19109,-124.49700000000001,0.687683
AR19110,-123.23700000000001,0.6071949999999999
AR19111,-119.57700000000001,0.5839300000000001
AR19113,-112.45700000000001,0.511501
AR19114,-123.23700000000001,0.63964
AR19116,-123.027,0.463247
AR19117,-117.35700000000001,1.0546200000000001
AR19119,-112.367,0.695346
AR19120,-125.087,0.42078699999999997
AR19121,-110.917,0.777857
AR19123,-118.167,0.665175
AR19124,-103.56700000000001,0.398853
AR19125,-118.167,0.620509
AR19126,-121.417,0.9
AR19127,-119.57700000000001,0.5849479999999999
AR19128,-104.227,0.407697
AR19129,-123.027,0.327946
AR19130,-125.087,0.43436400000000003
AR19131,-125.087,0.43436400000000003
AR19132,-110.917,0.9305
AR19133,-125.147,0.678375
AR19134,-110.917,0.6958310000000001
AR19135,-110.917,0.184524
AR19136,-121.037,0.293333
AR19137,-123.027,0.535014
AR19138,-123.15700000000001,0.50846
AR19139,-118.167,0.6240479999999999
AR19140,-118.167,0.6422359999999999
AR19142,-121.417,0.956767
AR19143,-111.167,0.523899
AR19144,-103.56700000000001,0.605838
AR19145,-120.697,0.43519300000000005
AR19146,-102.367,0.595588
AR19147,-118.167,0.581059
AR19149,-112.45700000000001,0.585858
AR19150,-121.417,0.294522
AR19151,-121.417,0.391977
AR19152,-110.82700000000001,0.635617
AR19153,-123.027,0.620346
AR19154,-100.54700000000001,0.60924
AR19155,-121.417,0.967037
AR19156,-124.12700000000001,0.6485920000000001
AR19157,-102.367,0.681902
AR19158,-123.027,0.397493
AR19159,-121.417,0.27613000000000004
AR19160,-110.917,0.28423000000000004
AR19161,-107.667,0.645387
AR19162,-118.167,0.651686
AR19166,-123.027,0.517674
AR19167,-118.167,0.630984
AR19168,-123.027,0.317083
AR19170,-103.56700000000001,0.375111
AR19171,-123.23700000000001,0.647968
AR19172,-119.57700000000001,0.639126
AR19174,-119.57700000000001,0.5591189999999999
AR19175,-123.23700000000001,0.682044
AR19176,-118.167,0.595849
AR19177,-120.697,0.176646
AR19178,-119.57700000000001,0.59523
AR19180,-121.417,0.265947
AR19181,-118.167,0.47257299999999997
AR19182,-124.12700000000001,0.63561
AR19183,-84.0167,2.89092
AR19184,-120.697,0.147977
AR19186,-102.367,0.654683
AR19187,-103.56700000000001,0.92286
AR19188,-124.12700000000001,0.644333
AR19191,-112.45700000000001,0.570326
AR19192,-118.167,0.600611
AR19193,-124.12700000000001,0.643939
AR19195,-112.45700000000001,0.6170329999999999
AR19199,-118.167,0.577974
AR19205,-112.45700000000001,0.6863560000000001
AR19206,-119.57700000000001,0.490383
AR19208,-118.167,0.611161
AR19209,-118.167,0.6191989999999999
AR19210,-102.367,0.671944
AR19211,-121.417,1.29945
AR19213,-123.027,0.6159899999999999
AR19215,-118.167,0.537347
AR19216,-102.367,0.650433
AR19218,-123.027,0.38566
AR19219,-119.57700000000001,0.567181
AR19220,-121.32700000000001,0.587841
AR19221,-102.367,0.650433
AR19223,-102.367,0.660728
AR19224,-124.12700000000001,0.643939
AR19227,-118.167,0.632885
AR19229,-104.227,0.370555
AR19231,-123.027,0.592676
AR19234,-124.12700000000001,0.521196
AR19236,-123.15700000000001,0.46937700000000004
AR19237,-123.027,0.5328470000000001
AR19238,-102.367,0.668395
AR19239,-118.167,0.591762
AR19240,-108.691,0.597005
AR19242,-110.917,0.635583
AR19243,-125.087,0.624224
AR19245,-112.45700000000001,0.617305
AR19246,-118.167,0.668097
AR19247,-110.917,0.818137
AR19250,-121.417,0.773678
AR19252,-110.917,1.06227
AR19253,-125.087,0.625209
AR19256,-104.227,0.390683
AR19257,-112.45700000000001,0.663205
AR19258,-102.367,0.667979
AR19259,-118.167,0.628035
AR19260,-118.167,0.6562979999999999
AR19261,-110.917,1.30665
AR19263,-123.027,0.599943
AR19266,-112.45700000000001,0.589915
AR19268,-103.56700000000001,0.30933299999999997
AR19269,-111.09100000000001,0.672415
AR19272,-110.917,0.406857
AR19273,-124.12700000000001,0.6449560000000001
AR19274,-123.23700000000001,0.627387
AR19275,-119.57700000000001,0.61188
AR19276,-119.57700000000001,0.592726
AR19277,-103.56700000000001,1.3615700000000002
AR19280,-125.087,0.534824
AR19281,-112.45700000000001,0.66681
AR19282,-110.917,0.556192
AR19283,-110.917,0.329352
AR19284,-110.917,0.172782
AR19286,-108.691,0.580044
AR19287,-110.917,0.41734899999999997
AR19288,-118.167,0.5061770000000001
AR19289,-123.027,0.595283
AR19290,-121.417,0.9807610000000001
AR19291,-118.167,0.657239
AR19292,-118.167,0.653625
AR19293,-110.917,0.514737
AR19294,-119.57700000000001,0.617045
AR19296,-110.917,0.688079
AR19297,-103.56700000000001,0.922466
AR19298,-110.82700000000001,0.415779
AR19301,-110.917,0.9255540000000001
AR19303,-111.257,0.20565100000000003
AR19304,-110.917,0.286514
AR19305,-110.917,0.402389
AR19307,-112.45700000000001,0.662269
AR19308,-102.367,0.580941
AR19309,-102.367,0.589051
AR19310,-110.917,0.678724
AR19311,-102.367,0.657718
AR19315,-108.691,0.655833
AR19318,-103.56700000000001,0.27657800000000005
AR19319,-123.027,0.6155010000000001
AR19320,-118.167,0.667265
AR19321,-110.917,0.718173
AR19323,-102.367,0.673194
AR19324,-119.57700000000001,0.557772
AR19325,-121.417,0.292375
AR19326,-119.57700000000001,0.615801
AR19327,-123.23700000000001,0.630304
AR19328,-99.6767,1.31154
AR19330,-110.917,0.31810900000000003
AR19331,-126.57700000000001,0.646223
AR19332,-108.691,0.657034
AR19333,-110.917,0.662723
AR19335,-123.23700000000001,0.642953
AR19336,-119.57700000000001,0.632563
AR19337,-110.917,0.521393
AR19338,-118.167,0.607476
AR19342,-110.917,1.51831
AR19346,-107.667,0.5881970000000001
AR19348,-107.667,0.604709
AR19349,-103.56700000000001,0.46933500000000006
AR19350,-119.57700000000001,0.625008
AR19352,-123.23700000000001,0.565545
AR19353,-119.57700000000001,0.582969
AR19354,-110.82700000000001,0.401391
AR19355,-110.82700000000001,0.394529
AR19356,-121.417,0.9582450000000001
AR19357,-121.417,1.3328200000000001
AR19359,-121.417,0.957354
AR19360,-112.45700000000001,0.6621859999999999
AR19362,-118.167,0.625922
AR19363,-104.227,0.181811
AR19366,-119.57700000000001,0.574951
AR19367,-103.56700000000001,0.39936900000000003
AR19368,-123.23700000000001,0.650386
AR19369,-119.57700000000001,0.6422770000000001
AR19372,-112.45700000000001,0.627105
AR19374,-110.917,0.26469699999999996
AR19377,-110.917,0.377884
AR19378,-102.917,0.6681779999999999
AR19379,-121.417,0.305575
AR19380,-102.367,0.532862
AR19381,-120.12700000000001,0.638827
AR19384,-120.12700000000001,0.6470859999999999
AR19385,-118.167,0.626293
AR19386,-110.917,0.243087
AR19388,-107.667,0.5036729999999999
AR19390,-102.367,0.651512
AR19391,-108.691,0.657034
AR19393,-108.691,0.609066
AR19398,-110.917,0.257963
AR19401,-124.12700000000001,0.63543
AR19402,-112.45700000000001,0.620764
AR19403,-110.917,1.07617
AR19404,-119.57700000000001,0.616514
AR19405,-123.23700000000001,0.606378
AR19412,-125.087,0.295867
AR19413,-125.087,0.295867
AR19415,-110.917,0.9098729999999999
AR19416,-102.367,0.674452
AR19417,-110.917,0.41798500000000005
AR19418,-118.167,0.626188
AR19419,-121.417,0.97152
AR19421,-120.12700000000001,0.530412
AR19422,-121.417,0.830398
AR19423,-102.367,0.698677
AR19424,-110.917,0.270994
AR19425,-123.15700000000001,0.5376569999999999
AR19426,-121.417,0.8274440000000001
AR19427,-112.45700000000001,0.655733
AR19428,-112.45700000000001,0.655733
AR19429,-112.45700000000001,0.655733
AR19430,-115.417,1.03757
AR19431,-110.917,0.30292600000000003
AR19432,-123.23700000000001,0.654824
AR19433,-119.57700000000001,0.64804
AR19434,-119.57700000000001,0.609446
AR19435,-123.027,0.5003569999999999
AR19436,-121.417,1.18448
AR19437,-121.417,0.937276
AR19438,-110.917,0.9854870000000001
AR19439,-110.917,0.411101
AR19440,-110.917,0.86316
AR19441,-119.57700000000001,0.615934
AR19442,-118.167,0.555373
AR19443,-123.027,0.38504
AR19444,-108.691,0.664712
AR19446,-110.917,0.894727
AR19448,-84.0167,3.76715
AR19449,-120.12700000000001,0.491159
AR19450,-121.417,1.22701
AR19451,-110.917,1.07863
AR19452,-125.087,0.470553
AR19454,-118.167,0.635656
AR19458,-110.917,1.11871
AR19460,-110.917,0.394264
AR19461,-118.167,0.664918
AR19462,-121.417,1.3631
AR19465,-120.12700000000001,0.457779
AR19467,-110.917,0.262621
AR19469,-104.227,0.00976008
AR19471,-110.917,0.40015300000000004
AR19472,-124.12700000000001,0.6423180000000001
AR19473,-120.12700000000001,0.473446
AR19474,-121.417,0.924639
AR19475,-104.227,0.562673
AR19476,-123.15700000000001,0.648367
AR19477,-120.12700000000001,0.529478
AR19478,-119.57700000000001,0.635676
AR19479,-123.15700000000001,0.543551
AR19481,-118.167,0.67151
AR19482,-118.167,0.530191
AR19485,-110.917,0.36414
AR19487,-120.697,0.22338400000000003
AR19488,-104.227,0.369487
AR19489,-120.12700000000001,0.466558
AR19491,-120.12700000000001,0.466558
AR19492,-112.45700000000001,0.662088
AR19495,-110.917,0.209992
AR19496,-110.917,0.209992
AR19497,-118.167,0.677708
AR19498,-120.697,0.227448
AR19500,-110.917,0.096984
AR19501,-118.167,0.5445479999999999
AR19502,-118.167,0.5445479999999999
AR19503,-118.167,0.5445479999999999
AR19504,-120.777,0.233339
AR19505,-119.57700000000001,0.5250279999999999
AR19506,-110.917,0.186299
AR19507,-110.917,0.186299
AR19509,-112.45700000000001,0.626884
AR19510,-121.417,0.9480860000000001
AR19512,-123.027,0.552796
AR19513,-110.917,1.3483399999999999
AR19514,-119.57700000000001,0.64544
AR19515,-121.417,1.31995
AR19516,-118.167,0.65151
AR19522,-118.167,0.6195510000000001
AR19523,-117.667,0.9606889999999999
AR19524,-107.667,0.616865
AR19525,-121.417,0.376
AR19526,-124.12700000000001,0.666738
AR19527,-107.667,0.534936
AR19528,-124.12700000000001,0.643939
AR19529,-111.257,0.592888
AR19532,-121.417,0.924639
AR19533,-121.417,0.126448
AR19534,-118.167,0.663953
AR19535,-103.56700000000001,0.922466
AR19536,-118.167,0.658832
AR19537,-118.167,0.663772
AR19542,-123.027,0.345192
AR19543,-118.167,0.660665
AR19544,-118.167,0.664315
AR19547,-118.167,0.6338779999999999
AR19548,-118.167,0.508265
AR19549,-118.167,0.508265
AR19550,-118.167,0.6365770000000001
AR19551,-118.167,0.581713
AR19554,-118.167,0.6562979999999999
AR19555,-117.95700000000001,0.491425
AR19556,-119.57700000000001,0.635676
AR19557,-118.167,0.624633
AR19558,-121.417,0.91548
AR19559,-123.23700000000001,0.645353
